confusion_category,position_relative_to_snv,ig_abs
FN,-100,0.15641773134004325
FN,-99,0.1453945494815707
FN,-98,0.14749527784995733
FN,-97,0.13753618666902184
FN,-96,0.12510279658250512
FN,-95,0.13207487031817436
FN,-94,0.13907052043825388
FN,-93,0.13040162408724426
FN,-92,0.14345121117308735
FN,-91,0.15164062823634594
FN,-90,0.1608275940036401
FN,-89,0.16058946318458767
FN,-88,0.15580137081909926
FN,-87,0.16123889204580336
FN,-86,0.16221544339787214
FN,-85,0.1672207744419575
FN,-84,0.17532586248591542
FN,-83,0.18494102336466312
FN,-82,0.18095689188688993
FN,-81,0.1875767781306058
FN,-80,0.1838868420664221
FN,-79,0.18232568352483214
FN,-78,0.1636836073361337
FN,-77,0.19060733548365533
FN,-76,0.19536878237500788
FN,-75,0.18529163621366024
FN,-74,0.18480425300076603
FN,-73,0.17907246155664325
FN,-72,0.1858592367498204
FN,-71,0.1390508054336533
FN,-70,0.14805496749933808
FN,-69,0.1434134221775457
FN,-68,0.14525064451619982
FN,-67,0.15983599772676826
FN,-66,0.17964932944625617
FN,-65,0.18471237279474736
FN,-64,0.18483084556180984
FN,-63,0.1865745185734704
FN,-62,0.18484276990871876
FN,-61,0.162942282455042
FN,-60,0.14498028396628798
FN,-59,0.14511892887763678
FN,-58,0.16352624237537383
FN,-57,0.1612077042274177
FN,-56,0.1573529802262783
FN,-55,0.1652322069974616
FN,-54,0.1521589020313695
FN,-53,0.1606325129279867
FN,-52,0.15795222198124975
FN,-51,0.1548927990347147
FN,-50,0.17134635971859097
FN,-49,0.17084361360408365
FN,-48,0.1684944731835276
FN,-47,0.16487559458240866
FN,-46,0.16546273079700768
FN,-45,0.1564175878185779
FN,-44,0.17973879418335856
FN,-43,0.19310052813962103
FN,-42,0.1955616554711014
FN,-41,0.20475645798258482
FN,-40,0.18989640503190458
FN,-39,0.18657061368227004
FN,-38,0.2063463107869029
FN,-37,0.1656268372386694
FN,-36,0.16021223803050816
FN,-35,0.16136650265194474
FN,-34,0.16856643553823233
FN,-33,0.17284702855162323
FN,-32,0.19397460875101388
FN,-31,0.18863143698312343
FN,-30,0.19051784210838377
FN,-29,0.1864746490586549
FN,-28,0.16560026744380593
FN,-27,0.1735347986035049
FN,-26,0.17074945542030037
FN,-25,0.1609250832721591
FN,-24,0.17051956979557872
FN,-23,0.16582548161968588
FN,-22,0.17627447240054608
FN,-21,0.187588857896626
FN,-20,0.17788158136419951
FN,-19,0.17933454587124287
FN,-18,0.17220108355395497
FN,-17,0.1677262023370713
FN,-16,0.1709723345655948
FN,-15,0.1843728511314839
FN,-14,0.18500326887704432
FN,-13,0.17563295225147157
FN,-12,0.18481907207053155
FN,-11,0.17969529991503805
FN,-10,0.17622952110599727
FN,-9,0.16345648861024528
FN,-8,0.16896864206064494
FN,-7,0.1753478517755866
FN,-6,0.17110000454820692
FN,-5,0.17235434300266206
FN,-4,0.17737543690018356
FN,-3,0.156628152243793
FN,-2,0.17729800436645746
FN,-1,0.17950270760804415
FN,0,0.2021915090456605
FN,1,0.20202919763047247
FN,2,0.2107731341989711
FN,3,0.20079888076055796
FN,4,0.19668066180776805
FN,5,0.18135803903918712
FN,6,0.18500433137640357
FN,7,0.17891956173814832
FN,8,0.17919946661219
FN,9,0.2006421295274049
FN,10,0.2112679621274583
FN,11,0.20088053186191246
FN,12,0.19808977036504075
FN,13,0.18102662513265386
FN,14,0.1837576789990999
FN,15,0.17689085929654538
FN,16,0.2127989965956658
FN,17,0.17877747419290244
FN,18,0.17933075276203453
FN,19,0.17466112961061298
FN,20,0.18653173247352242
FN,21,0.19317523742094636
FN,22,0.16742614270187914
FN,23,0.15383908464573323
FN,24,0.15430353181436657
FN,25,0.1431128945713863
FN,26,0.1420680073602125
FN,27,0.15622656273189933
FN,28,0.15741758374962955
FN,29,0.16156250257976354
FN,30,0.16957222764845936
FN,31,0.18985938150901346
FN,32,0.1859828273765743
FN,33,0.18428642545826734
FN,34,0.17869641864672303
FN,35,0.17545959318522364
FN,36,0.16574385194573552
FN,37,0.15174716306384653
FN,38,0.13563765959348528
FN,39,0.1329302568687126
FN,40,0.1379567553382367
FN,41,0.12743592525832356
FN,42,0.13270921343006192
FN,43,0.15032686336897313
FN,44,0.15180582828819753
FN,45,0.15054347159340978
FN,46,0.16479654026217758
FN,47,0.19682777567766607
FN,48,0.18891040267422796
FN,49,0.1961293438449502
FN,50,0.1719898009393364
FN,51,0.17170619702897966
FN,52,0.15319338112603872
FN,53,0.13656219909433276
FN,54,0.1431372990133241
FN,55,0.14318444708827882
FN,56,0.1527756681200117
FN,57,0.1544358069449663
FN,58,0.16231400463730097
FN,59,0.15048582507297398
FN,60,0.14348878231830894
FN,61,0.14421796494163572
FN,62,0.15168312900699676
FN,63,0.13333483507856728
FN,64,0.1409130717255175
FN,65,0.14500826717354356
FN,66,0.14272808300796896
FN,67,0.1608101786719635
FN,68,0.15622671481687575
FN,69,0.14620764090213925
FN,70,0.1477064790017903
FN,71,0.16012510741129518
FN,72,0.16912831047549845
FN,73,0.1599091932363808
FN,74,0.15473365673795342
FN,75,0.16287315363064409
FN,76,0.15661578407511115
FN,77,0.16817044982686638
FN,78,0.15214772562496365
FN,79,0.14327925697434693
FN,80,0.13703286433126777
FN,81,0.15895351595245302
FN,82,0.1565276580909267
FN,83,0.16654474483337253
FN,84,0.15220951554831116
FN,85,0.14814062719233334
FN,86,0.19323289633728563
FN,87,0.18257580315694213
FN,88,0.1757380783976987
FN,89,0.17458123177755624
FN,90,0.16729586987290532
FN,91,0.13479643827769905
FN,92,0.1363051760639064
FN,93,0.14153160392073916
FN,94,0.13424919366603716
FN,95,0.13117593879345804
FN,96,0.12610493608284742
FN,97,0.12898086511995643
FN,98,0.11901447381824255
FN,99,0.12352311294991523
FN,100,0.1263742644758895
FP,-100,0.1961507515888661
FP,-99,0.18770073354244232
FP,-98,0.18842445716261863
FP,-97,0.17345886914990843
FP,-96,0.16751716522499918
FP,-95,0.19098509854637086
FP,-94,0.19391028092242776
FP,-93,0.18885108928196132
FP,-92,0.16620293871499597
FP,-91,0.17407630200497806
FP,-90,0.1481071305461228
FP,-89,0.14662150997668505
FP,-88,0.15651132306084037
FP,-87,0.16151728723198175
FP,-86,0.16536714386194945
FP,-85,0.16624661811627447
FP,-84,0.195281572425738
FP,-83,0.18174236195161939
FP,-82,0.1727948657190427
FP,-81,0.17818957688752562
FP,-80,0.2001704934798181
FP,-79,0.19583142235875128
FP,-78,0.21177648100070656
FP,-77,0.20775230994448066
FP,-76,0.22047912048641594
FP,-75,0.2131760081509128
FP,-74,0.20396419618744402
FP,-73,0.20367600433994085
FP,-72,0.19793545161839574
FP,-71,0.26089316598605367
FP,-70,0.24609120961278677
FP,-69,0.26161019679158926
FP,-68,0.26403477454558016
FP,-67,0.2558735077269375
FP,-66,0.2512713870545849
