confusion_category,position_relative_to_snv,ism_importance
FN,-100,0.06762102603912354
FN,-99,0.06717609405517579
FN,-98,0.0797704029083252
FN,-97,0.06530853748321533
FN,-96,0.0702272367477417
FN,-95,0.06763086318969727
FN,-94,0.07866947650909424
FN,-93,0.0853550910949707
FN,-92,0.07102192878723144
FN,-91,0.07058168888092041
FN,-90,0.07714123249053956
FN,-89,0.08151302814483642
FN,-88,0.08153165817260742
FN,-87,0.07868185997009278
FN,-86,0.0716927719116211
FN,-85,0.08466007709503173
FN,-84,0.0678227710723877
FN,-83,0.08662478923797608
FN,-82,0.08542500972747803
FN,-81,0.09984620094299317
FN,-80,0.07334669589996339
FN,-79,0.08178033351898194
FN,-78,0.06502069473266602
FN,-77,0.09836464405059814
FN,-76,0.06928141593933106
FN,-75,0.06502801418304444
FN,-74,0.07081089019775391
FN,-73,0.07799771308898926
FN,-72,0.08542893886566162
FN,-71,0.06282480239868164
FN,-70,0.07834360122680664
FN,-69,0.11925024271011353
FN,-68,0.07028427600860596
FN,-67,0.0653340482711792
FN,-66,0.07450182914733887
FN,-65,0.093702073097229
FN,-64,0.07754318237304687
FN,-63,0.11871911764144898
FN,-62,0.07440014839172364
FN,-61,0.07014053344726562
FN,-60,0.072981915473938
FN,-59,0.06582435607910156
FN,-58,0.0970914888381958
FN,-57,0.0759754467010498
FN,-56,0.0733029317855835
FN,-55,0.11779410243034363
FN,-54,0.06856498718261719
FN,-53,0.072870192527771
FN,-52,0.0641326904296875
FN,-51,0.07078835964202881
FN,-50,0.1361879825592041
FN,-49,0.06934595584869385
FN,-48,0.09098962783813476
FN,-47,0.09373783111572266
FN,-46,0.08700943946838378
FN,-45,0.07224678039550782
FN,-44,0.08022703170776367
FN,-43,0.08199519634246827
FN,-42,0.06827743530273438
FN,-41,0.06584583759307862
FN,-40,0.05955390453338623
FN,-39,0.07022910594940185
FN,-38,0.08188037157058715
FN,-37,0.06698631286621094
FN,-36,0.07904659271240234
FN,-35,0.06871299743652344
FN,-34,0.09423261165618896
FN,-33,0.07273081302642823
FN,-32,0.07355522632598877
FN,-31,0.0739527130126953
FN,-30,0.0757825231552124
FN,-29,0.07311906337738037
FN,-28,0.08767356872558593
FN,-27,0.08566980838775634
FN,-26,0.07539415836334229
FN,-25,0.08762331008911133
FN,-24,0.07412291526794433
FN,-23,0.0929085898399353
FN,-22,0.07819397449493408
FN,-21,0.0961914587020874
FN,-20,0.08426983833312988
FN,-19,0.07297535419464111
FN,-18,0.09210870742797851
FN,-17,0.08172122955322265
FN,-16,0.0964825415611267
FN,-15,0.17527536392211915
FN,-14,0.07565006256103515
FN,-13,0.07829872131347657
FN,-12,0.08009631156921387
FN,-11,0.31308061361312867
FN,-10,0.09350156784057617
FN,-9,0.1178790020942688
FN,-8,0.0825181770324707
FN,-7,0.16586049079895018
FN,-6,0.08043543815612793
FN,-5,0.06990283012390136
FN,-4,0.06873264789581299
FN,-3,0.0822453498840332
FN,-2,0.07550742149353028
FN,-1,0.07522191524505616
FN,0,0.1715380246937275
FN,1,0.12505242317914964
FN,2,0.06767880916595459
FN,3,0.0734624719619751
FN,4,0.07460474967956543
FN,5,0.18513087630271913
FN,6,0.06621875286102295
FN,7,0.07444297790527343
FN,8,0.08995489120483398
FN,9,0.10192614555358886
FN,10,0.0788169527053833
FN,11,0.10676452159881591
FN,12,0.07024168491363525
FN,13,0.0930152702331543
FN,14,0.10989021301269532
FN,15,0.07538159370422363
FN,16,0.09022571563720704
FN,17,0.10773938655853271
FN,18,0.07694638729095458
FN,19,0.07833494186401367
FN,20,0.08525939464569092
FN,21,0.07834973812103271
FN,22,0.07893462181091308
FN,23,0.06940564155578613
FN,24,0.0805191469192505
FN,25,0.07142797470092774
FN,26,0.051709556579589845
FN,27,0.06847243309020996
FN,28,0.07053933143615723
FN,29,0.06623544692993164
FN,30,0.05394050121307373
FN,31,0.07994741439819336
FN,32,0.06386424541473389
FN,33,0.07526893615722656
FN,34,0.06722939491271973
FN,35,0.076639084815979
FN,36,0.06281418323516846
FN,37,0.07300909519195557
FN,38,0.06045134544372559
FN,39,0.05676422119140625
FN,40,0.06056550979614258
FN,41,0.07442836284637451
FN,42,0.07155893802642822
FN,43,0.06641661643981933
FN,44,0.0722602653503418
FN,45,0.06639196395874024
FN,46,0.07021742820739746
FN,47,0.07419661998748779
FN,48,0.06800159931182861
FN,49,0.07445873737335205
FN,50,0.06796964168548585
FN,51,0.06200339794158936
FN,52,0.05921701908111572
FN,53,0.060510597229003905
FN,54,0.08388223171234131
FN,55,0.06245514392852783
FN,56,0.08008141994476319
FN,57,0.07650401115417481
FN,58,0.07843470573425293
FN,59,0.0756746006011963
FN,60,0.0668178677558899
FN,61,0.06595332622528076
FN,62,0.072041015625
FN,63,0.07369895219802856
FN,64,0.06764185428619385
FN,65,0.06483607292175293
FN,66,0.06937268733978272
FN,67,0.0708842134475708
FN,68,0.06495866775512696
FN,69,0.06171167850494385
