confusion_category,position_relative_to_snv,mean_attention,plot_attention,baseline
FN,-256,0.009196994001977146,0.009196994001977146,0.0
FN,-255,0.009274340951815247,0.009274340951815247,0.0
FN,-254,0.009243772402405738,0.009243772402405738,0.0
FN,-253,0.009284184128046036,0.009284184128046036,0.0
FN,-252,0.009310008650645614,0.009310008650645614,0.0
FN,-251,0.009340431331656874,0.009340431331656874,0.0
FN,-250,0.009242979874834419,0.009242979874834419,0.0
FN,-249,0.00915718736127019,0.00915718736127019,0.0
FN,-248,0.009234730340540408,0.009234730340540408,0.0
FN,-247,0.009244900457561015,0.009244900457561015,0.0
FN,-246,0.009351917626336217,0.009351917626336217,0.0
FN,-245,0.00939803774934262,0.00939803774934262,0.0
FN,-244,0.009515969450585544,0.009515969450585544,0.0
FN,-243,0.009538491573184728,0.009538491573184728,0.0
FN,-242,0.009552451558411121,0.009552451558411121,0.0
FN,-241,0.009569072192534804,0.009569072192534804,0.0
FN,-240,0.009508892158046366,0.009508892158046366,0.0
FN,-239,0.009456248031929135,0.009456248031929135,0.0
FN,-238,0.009465487473644316,0.009465487473644316,0.0
FN,-237,0.009441924300044775,0.009441924300044775,0.0
FN,-236,0.009416050501167774,0.009416050501167774,0.0
FN,-235,0.009336455138400196,0.009336455138400196,0.0
FN,-234,0.009342555622570217,0.009342555622570217,0.0
FN,-233,0.009341993485577404,0.009341993485577404,0.0
FN,-232,0.009409047937951982,0.009409047937951982,0.0
FN,-231,0.00942060949280858,0.00942060949280858,0.0
FN,-230,0.009415121916681528,0.009415121916681528,0.0
FN,-229,0.009488849192857743,0.009488849192857743,0.0
FN,-228,0.009487225087359547,0.009487225087359547,0.0
FN,-227,0.009495924352668226,0.009495924352668226,0.0
FN,-226,0.00957488477230072,0.00957488477230072,0.0
FN,-225,0.009582096966914833,0.009582096966914833,0.0
FN,-224,0.009621742493472994,0.009621742493472994,0.0
FN,-223,0.009599677240476012,0.009599677240476012,0.0
FN,-222,0.009681637058965862,0.009681637058965862,0.0
FN,-221,0.009681686689145864,0.009681686689145864,0.0
FN,-220,0.009643331752158701,0.009643331752158701,0.0
FN,-219,0.009574330514296889,0.009574330514296889,0.0
FN,-218,0.009532987619750202,0.009532987619750202,0.0
FN,-217,0.009539414015598595,0.009539414015598595,0.0
FN,-216,0.009556486611254513,0.009556486611254513,0.0
FN,-215,0.00963077359367162,0.00963077359367162,0.0
FN,-214,0.009616366764530539,0.009616366764530539,0.0
FN,-213,0.009613013919442892,0.009613013919442892,0.0
FN,-212,0.009637092244811357,0.009637092244811357,0.0
FN,-211,0.009577755886130034,0.009577755886130034,0.0
FN,-210,0.009612001655623316,0.009612001655623316,0.0
FN,-209,0.009636607235297561,0.009636607235297561,0.0
FN,-208,0.009582509445026517,0.009582509445026517,0.0
FN,-207,0.009641303196549416,0.009641303196549416,0.0
FN,-206,0.009659137111157179,0.009659137111157179,0.0
FN,-205,0.009729808503761888,0.009729808503761888,0.0
FN,-204,0.009709127484820784,0.009709127484820784,0.0
FN,-203,0.009738665078766645,0.009738665078766645,0.0
FN,-202,0.009691089675761759,0.009691089675761759,0.0
FN,-201,0.00968921150546521,0.00968921150546521,0.0
FN,-200,0.00972569676116109,0.00972569676116109,0.0
FN,-199,0.009672652389854193,0.009672652389854193,0.0
FN,-198,0.009731104718521238,0.009731104718521238,0.0
FN,-197,0.009762171031907201,0.009762171031907201,0.0
FN,-196,0.009684116640128195,0.009684116640128195,0.0
FN,-195,0.009751328094862401,0.009751328094862401,0.0
FN,-194,0.009651668057776987,0.009651668057776987,0.0
FN,-193,0.009590621744282544,0.009590621744282544,0.0
FN,-192,0.009571568304672838,0.009571568304672838,0.0
FN,-191,0.009518665075302125,0.009518665075302125,0.0
FN,-190,0.009495630669407546,0.009495630669407546,0.0
FN,-189,0.009551983391866088,0.009551983391866088,0.0
FN,-188,0.009507756941020488,0.009507756941020488,0.0
FN,-187,0.009497909503988922,0.009497909503988922,0.0
FN,-186,0.009561138455756008,0.009561138455756008,0.0
FN,-185,0.009609121750108897,0.009609121750108897,0.0
FN,-184,0.009588143317960202,0.009588143317960202,0.0
FN,-183,0.009573536128737032,0.009573536128737032,0.0
FN,-182,0.009637675159610807,0.009637675159610807,0.0
FN,-181,0.0096177664026618,0.0096177664026618,0.0
FN,-180,0.009576170109212398,0.009576170109212398,0.0
FN,-179,0.009505284214392305,0.009505284214392305,0.0
FN,-178,0.00950738090556115,0.00950738090556115,0.0
FN,-177,0.00956439653877169,0.00956439653877169,0.0
FN,-176,0.00959652652963996,0.00959652652963996,0.0
FN,-175,0.009574443963356317,0.009574443963356317,0.0
FN,-174,0.009598707878030837,0.009598707878030837,0.0
FN,-173,0.009610893810167909,0.009610893810167909,0.0
FN,-172,0.009623384671285748,0.009623384671285748,0.0
FN,-171,0.009574406277388335,0.009574406277388335,0.0
FN,-170,0.00954260915517807,0.00954260915517807,0.0
FN,-169,0.009550797510892153,0.009550797510892153,0.0
FN,-168,0.009567824257537723,0.009567824257537723,0.0
FN,-167,0.009522941540926694,0.009522941540926694,0.0
FN,-166,0.009465659642592073,0.009465659642592073,0.0
FN,-165,0.00953947963193059,0.00953947963193059,0.0
FN,-164,0.009539505820721389,0.009539505820721389,0.0
FN,-163,0.009615248604677617,0.009615248604677617,0.0
FN,-162,0.00970503837801516,0.00970503837801516,0.0
FN,-161,0.009704096321947873,0.009704096321947873,0.0
FN,-160,0.009770394996739923,0.009770394996739923,0.0
FN,-159,0.00978434328455478,0.00978434328455478,0.0
FN,-158,0.009754009628668427,0.009754009628668427,0.0
FN,-157,0.009777502194046973,0.009777502194046973,0.0
FN,-156,0.009789437726140023,0.009789437726140023,0.0
FN,-155,0.009715336682274938,0.009715336682274938,0.0
FN,-154,0.009688123958185316,0.009688123958185316,0.0
FN,-153,0.009744917140342296,0.009744917140342296,0.0
FN,-152,0.009788004872389138,0.009788004872389138,0.0
FN,-151,0.009920607004314661,0.009920607004314661,0.0
FN,-150,0.009921822673641145,0.009921822673641145,0.0
FN,-149,0.00990954102948308,0.00990954102948308,0.0
FN,-148,0.009869051524437964,0.009869051524437964,0.0
FN,-147,0.009802113668993116,0.009802113668993116,0.0
FN,-146,0.00981833454221487,0.00981833454221487,0.0
FN,-145,0.009726633592508733,0.009726633592508733,0.0
FN,-144,0.009839022997766733,0.009839022997766733,0.0
FN,-143,0.00988963988609612,0.00988963988609612,0.0
FN,-142,0.009889628430828452,0.009889628430828452,0.0
FN,-141,0.009952491000294685,0.009952491000294685,0.0
FN,-140,0.00993117836304009,0.00993117836304009,0.0
FN,-139,0.00995446509681642,0.00995446509681642,0.0
FN,-138,0.010060893567278982,0.010060893567278982,0.0
FN,-137,0.010076179048046469,0.010076179048046469,0.0
FN,-136,0.010136988591402768,0.010136988591402768,0.0
FN,-135,0.010020194021053612,0.010020194021053612,0.0
FN,-134,0.010046046711504459,0.010046046711504459,0.0
FN,-133,0.01002222797833383,0.01002222797833383,0.0
FN,-132,0.009896720945835113,0.009896720945835113,0.0
FN,-131,0.009798090285621584,0.009798090285621584,0.0
FN,-130,0.00982611790765077,0.00982611790765077,0.0
FN,-129,0.0098597143124789,0.0098597143124789,0.0
FN,-128,0.010004973355680704,0.010004973355680704,0.0
FN,-127,0.010003428654745222,0.010003428654745222,0.0
FN,-126,0.01000895129982382,0.01000895129982382,0.0
FN,-125,0.009994997885078192,0.009994997885078192,0.0
FN,-124,0.009958960134536027,0.009958960134536027,0.0
FN,-123,0.00996172197163105,0.00996172197163105,0.0
FN,-122,0.009957201108336448,0.009957201108336448,0.0
FN,-121,0.009890932692214846,0.009890932692214846,0.0
