confusion_category,position_relative_to_snv,mean_attention,plot_attention,baseline
FN,-206,0.008974844943732024,0.008974844943732024,0.0
FN,-205,0.009020043900236488,0.009020043900236488,0.0
FN,-204,0.008996259747073054,0.008996259747073054,0.0
FN,-203,0.008949409113265574,0.008949409113265574,0.0
FN,-202,0.009060600283555686,0.009060600283555686,0.0
FN,-201,0.009099575667642057,0.009099575667642057,0.0
FN,-200,0.009056183001957834,0.009056183001957834,0.0
FN,-199,0.00908462612889707,0.00908462612889707,0.0
FN,-198,0.009074382078833878,0.009074382078833878,0.0
FN,-197,0.009129977822303771,0.009129977822303771,0.0
FN,-196,0.00916335658170283,0.00916335658170283,0.0
FN,-195,0.009119988027960062,0.009119988027960062,0.0
FN,-194,0.00905563029460609,0.00905563029460609,0.0
FN,-193,0.009063583496026695,0.009063583496026695,0.0
FN,-192,0.00907694729976356,0.00907694729976356,0.0
FN,-191,0.0091822924092412,0.0091822924092412,0.0
FN,-190,0.009165068310685455,0.009165068310685455,0.0
FN,-189,0.009141983478330076,0.009141983478330076,0.0
FN,-188,0.009085102113895118,0.009085102113895118,0.0
FN,-187,0.00912446524016559,0.00912446524016559,0.0
FN,-186,0.009068540139123797,0.009068540139123797,0.0
FN,-185,0.009215322392992675,0.009215322392992675,0.0
FN,-184,0.009273314452730119,0.009273314452730119,0.0
FN,-183,0.009333825572393834,0.009333825572393834,0.0
FN,-182,0.00932222664821893,0.00932222664821893,0.0
FN,-181,0.009415730582550168,0.009415730582550168,0.0
FN,-180,0.009394947970286012,0.009394947970286012,0.0
FN,-179,0.009407350099645556,0.009407350099645556,0.0
FN,-178,0.009239206262864173,0.009239206262864173,0.0
FN,-177,0.009248561863787473,0.009248561863787473,0.0
FN,-176,0.009178230436518789,0.009178230436518789,0.0
FN,-175,0.009498729263432324,0.009498729263432324,0.0
FN,-174,0.009553677076473832,0.009553677076473832,0.0
FN,-173,0.009548170575872063,0.009548170575872063,0.0
FN,-172,0.009873930183239281,0.009873930183239281,0.0
FN,-171,0.009947169926017524,0.009947169926017524,0.0
FN,-170,0.009870458384975791,0.009870458384975791,0.0
FN,-169,0.009891974306665361,0.009891974306665361,0.0
FN,-168,0.009773236066102982,0.009773236066102982,0.0
FN,-167,0.00968259914778173,0.00968259914778173,0.0
FN,-166,0.009750531176105142,0.009750531176105142,0.0
FN,-165,0.009776382925920188,0.009776382925920188,0.0
FN,-164,0.009795390628278255,0.009795390628278255,0.0
FN,-163,0.009811434997245669,0.009811434997245669,0.0
FN,-162,0.009761673118919133,0.009761673118919133,0.0
FN,-161,0.009754884652793408,0.009754884652793408,0.0
FN,-160,0.009700671639293432,0.009700671639293432,0.0
FN,-159,0.009830673825927078,0.009830673825927078,0.0
FN,-158,0.009817061414942145,0.009817061414942145,0.0
FN,-157,0.009624211098998785,0.009624211098998785,0.0
FN,-156,0.009604382682591677,0.009604382682591677,0.0
FN,-155,0.00961757592856884,0.00961757592856884,0.0
FN,-154,0.009813607577234507,0.009813607577234507,0.0
FN,-153,0.009724773219786584,0.009724773219786584,0.0
FN,-152,0.009695488680154084,0.009695488680154084,0.0
FN,-151,0.009719465654343366,0.009719465654343366,0.0
FN,-150,0.009809951353818179,0.009809951353818179,0.0
FN,-149,0.0097610520478338,0.0097610520478338,0.0
