confusion_category,position_relative_to_snv,mean_attention,plot_attention,baseline
FN,-206,0.009666668819263577,0.009666668819263577,0.0
FN,-205,0.009627320878207684,0.009627320878207684,0.0
FN,-204,0.009693587874062359,0.009693587874062359,0.0
FN,-203,0.009768265346065164,0.009768265346065164,0.0
FN,-202,0.009862279170192778,0.009862279170192778,0.0
FN,-201,0.00983406035695225,0.00983406035695225,0.0
FN,-200,0.009981244155205786,0.009981244155205786,0.0
FN,-199,0.009922129390761257,0.009922129390761257,0.0
FN,-198,0.009877580599859357,0.009877580599859357,0.0
FN,-197,0.009773038867861033,0.009773038867861033,0.0
FN,-196,0.009737947499379515,0.009737947499379515,0.0
FN,-195,0.009626230816356838,0.009626230816356838,0.0
FN,-194,0.00959494677837938,0.00959494677837938,0.0
FN,-193,0.009593589692376553,0.009593589692376553,0.0
FN,-192,0.009595671729184687,0.009595671729184687,0.0
FN,-191,0.009595241383649408,0.009595241383649408,0.0
FN,-190,0.009476240212097763,0.009476240212097763,0.0
FN,-189,0.009538697879761457,0.009538697879761457,0.0
FN,-188,0.00956882130354643,0.00956882130354643,0.0
FN,-187,0.00960738244932145,0.00960738244932145,0.0
FN,-186,0.009693945953622461,0.009693945953622461,0.0
FN,-185,0.009742873776704073,0.009742873776704073,0.0
FN,-184,0.00968396435957402,0.00968396435957402,0.0
FN,-183,0.009666081392206252,0.009666081392206252,0.0
FN,-182,0.009652018309570848,0.009652018309570848,0.0
FN,-181,0.009674086547456683,0.009674086547456683,0.0
FN,-180,0.009680503671988845,0.009680503671988845,0.0
FN,-179,0.009655240993015467,0.009655240993015467,0.0
FN,-178,0.009609843641519546,0.009609843641519546,0.0
FN,-177,0.009629588089883328,0.009629588089883328,0.0
FN,-176,0.00966891405172646,0.00966891405172646,0.0
FN,-175,0.009701185985468328,0.009701185985468328,0.0
FN,-174,0.009729618960991502,0.009729618960991502,0.0
FN,-173,0.009680845993570983,0.009680845993570983,0.0
FN,-172,0.009702119370922446,0.009702119370922446,0.0
FN,-171,0.00974224740639329,0.00974224740639329,0.0
FN,-170,0.00982081507332623,0.00982081507332623,0.0
FN,-169,0.009797705789096653,0.009797705789096653,0.0
FN,-168,0.009773303824476897,0.009773303824476897,0.0
FN,-167,0.009778894404880702,0.009778894404880702,0.0
FN,-166,0.009864892889745534,0.009864892889745534,0.0
FN,-165,0.00988157998304814,0.00988157998304814,0.0
FN,-164,0.009869598587974905,0.009869598587974905,0.0
FN,-163,0.009800038151443004,0.009800038151443004,0.0
FN,-162,0.009740750072523952,0.009740750072523952,0.0
FN,-161,0.009730774536728859,0.009730774536728859,0.0
FN,-160,0.009870535163208842,0.009870535163208842,0.0
FN,-159,0.009727542949840427,0.009727542949840427,0.0
FN,-158,0.00978958535939455,0.00978958535939455,0.0
FN,-157,0.009818213069811463,0.009818213069811463,0.0
FN,-156,0.009794645486399531,0.009794645486399531,0.0
FN,-155,0.00994815702084452,0.00994815702084452,0.0
FN,-154,0.009895973936654628,0.009895973936654628,0.0
FN,-153,0.009959595184773207,0.009959595184773207,0.0
FN,-152,0.00990506550297141,0.00990506550297141,0.0
FN,-151,0.009827256454154849,0.009827256454154849,0.0
FN,-150,0.009883484160527587,0.009883484160527587,0.0
FN,-149,0.009856060496531427,0.009856060496531427,0.0
FN,-148,0.009786809892393649,0.009786809892393649,0.0
FN,-147,0.009847384332679211,0.009847384332679211,0.0
FN,-146,0.009863511458970606,0.009863511458970606,0.0
FN,-145,0.009886252209544182,0.009886252209544182,0.0
FN,-144,0.009935693982988596,0.009935693982988596,0.0
FN,-143,0.009875237513333558,0.009875237513333558,0.0
FN,-142,0.00977148418314755,0.00977148418314755,0.0
FN,-141,0.009780826307833194,0.009780826307833194,0.0
FN,-140,0.009796461476944386,0.009796461476944386,0.0
FN,-139,0.009647149760276079,0.009647149760276079,0.0
FN,-138,0.00955165330786258,0.00955165330786258,0.0
FN,-137,0.009658505157567561,0.009658505157567561,0.0
FN,-136,0.009629424954764544,0.009629424954764544,0.0
FN,-135,0.009669847525656224,0.009669847525656224,0.0
FN,-134,0.009696788475848735,0.009696788475848735,0.0
FN,-133,0.009633495751768351,0.009633495751768351,0.0
FN,-132,0.009603740302845836,0.009603740302845836,0.0
FN,-131,0.00950988007709384,0.00950988007709384,0.0
FN,-130,0.009556531012058257,0.009556531012058257,0.0
FN,-129,0.0096435517212376,0.0096435517212376,0.0
FN,-128,0.009518887619487942,0.009518887619487942,0.0
FN,-127,0.009547958238981665,0.009547958238981665,0.0
FN,-126,0.009600349529646337,0.009600349529646337,0.0
FN,-125,0.009615062079392373,0.009615062079392373,0.0
FN,-124,0.009893813603557646,0.009893813603557646,0.0
FN,-123,0.009903977569192647,0.009903977569192647,0.0
FN,-122,0.009802427431568504,0.009802427431568504,0.0
FN,-121,0.009773941468447447,0.009773941468447447,0.0
FN,-120,0.009860978201031685,0.009860978201031685,0.0
FN,-119,0.009779109195806086,0.009779109195806086,0.0
FN,-118,0.009784697336144746,0.009784697336144746,0.0
FN,-117,0.009880630229599775,0.009880630229599775,0.0
FN,-116,0.009865898438729346,0.009865898438729346,0.0
FN,-115,0.009793769544921815,0.009793769544921815,0.0
FN,-114,0.009827717766165733,0.009827717766165733,0.0
FN,-113,0.009828622173517942,0.009828622173517942,0.0
FN,-112,0.009719734392128886,0.009719734392128886,0.0
FN,-111,0.009670768198557198,0.009670768198557198,0.0
FN,-110,0.009609306785278023,0.009609306785278023,0.0
FN,-109,0.009703931235708296,0.009703931235708296,0.0
