confusion_category,position_relative_to_snv,mean_attention
FN,-206,0.009458397547714412
FN,-205,0.009299968178384006
FN,-204,0.009282068121246994
FN,-203,0.009226590599864722
FN,-202,0.009269484523683787
FN,-201,0.009287072257138788
FN,-200,0.00931289338041097
FN,-199,0.009381044246256352
FN,-198,0.009466175981797277
FN,-197,0.009528076718561351
FN,-196,0.009500051038339735
FN,-195,0.009519887529313565
FN,-194,0.00947076871059835
FN,-193,0.009500060682184994
FN,-192,0.009416896570473909
FN,-191,0.009402206758968532
FN,-190,0.009443556391634047
FN,-189,0.00920569893438369
FN,-188,0.009252693755552172
FN,-187,0.009282487602904439
FN,-186,0.009261687402613461
FN,-185,0.009148537535220385
FN,-184,0.009099418185651303
FN,-183,0.009018621076829731
FN,-182,0.009070201781578363
FN,-181,0.009092255532741546
FN,-180,0.009028862253762782
FN,-179,0.008959290143102407
FN,-178,0.008958864235319197
FN,-177,0.00900114316958934
FN,-176,0.009096034704707563
FN,-175,0.00911557927262038
FN,-174,0.00914461953099817
FN,-173,0.009205832416191696
FN,-172,0.009341690256260336
FN,-171,0.009451422565616667
FN,-170,0.009450369202531873
FN,-169,0.00932529500219971
FN,-168,0.009312242208980024
FN,-167,0.009350280654616653
FN,-166,0.009188266629353166
FN,-165,0.009156620535068214
FN,-164,0.009159291288815439
FN,-163,0.009265918368473649
FN,-162,0.00916917652823031
FN,-161,0.009175320412032307
FN,-160,0.009148350218310952
FN,-159,0.009280519089661538
FN,-158,0.009324043300002813
FN,-157,0.009372111591510475
FN,-156,0.009443611442111432
FN,-155,0.009400561121292412
FN,-154,0.009448084444738925
FN,-153,0.009407236468978225
FN,-152,0.009427710296586156
FN,-151,0.009469016753137112
FN,-150,0.009445745684206485
FN,-149,0.009331367262639105
FN,-148,0.009353214777074754
FN,-147,0.009443152244202793
FN,-146,0.009333781572058797
FN,-145,0.00935007052961737
FN,-144,0.00942288410384208
FN,-143,0.009288045493885875
FN,-142,0.009226878751069307
FN,-141,0.009293645955622196
FN,-140,0.009320131572894751
FN,-139,0.009311284483410419
FN,-138,0.009316471545025707
FN,-137,0.0093884921586141
FN,-136,0.009429735578596592
FN,-135,0.00944497882388532
FN,-134,0.009274630988948047
FN,-133,0.009224273706786334
FN,-132,0.009418200622312724
FN,-131,0.009304257868789136
FN,-130,0.009243799508549273
FN,-129,0.009278711974620818
FN,-128,0.009116183118894696
FN,-127,0.009273682325147092
FN,-126,0.009236671552062035
FN,-125,0.009261657749302685
FN,-124,0.009301591273397207
FN,-123,0.009421530989930033
FN,-122,0.009425343200564384
FN,-121,0.009401056352071464
FN,-120,0.009304697350598872
FN,-119,0.009275755723938345
FN,-118,0.009273475832305849
FN,-117,0.009202865180559456
FN,-116,0.009137261840514839
FN,-115,0.009180421768687665
FN,-114,0.009260357609018683
FN,-113,0.009298639097250998
FN,-112,0.009343076413497329
FN,-111,0.00925302939955145
FN,-110,0.009144700705073774
FN,-109,0.009381661918014287
FN,-108,0.009300764366053045
FN,-107,0.009271139968186617
FN,-106,0.009525889572687447
FN,-105,0.009477986134588718
FN,-104,0.00951490075327456
FN,-103,0.009561269609257579
FN,-102,0.009622018500231207
FN,-101,0.009545224732719362
FN,-100,0.009511420265771448
FN,-99,0.009513819054700435
FN,-98,0.009463914455845952
FN,-97,0.009442913806997239
FN,-96,0.0094612890901044
FN,-95,0.009405521955341101
FN,-94,0.00928094367031008
FN,-93,0.009238324132747949
FN,-92,0.00931017305701971
FN,-91,0.009349088473245502
FN,-90,0.009526561731472611
FN,-89,0.009431673334911466
FN,-88,0.009363633613102138
FN,-87,0.009502101982943713
FN,-86,0.00948133759200573
FN,-85,0.009537748573347927
FN,-84,0.009723922424018382
FN,-83,0.009913087161257862
FN,-82,0.009995788233354688
FN,-81,0.01004028895869851
FN,-80,0.009919009660370648
FN,-79,0.009984822748228907
FN,-78,0.009846919840201735
FN,-77,0.009871417079120875
FN,-76,0.00987675340846181
FN,-75,0.009867282379418611
FN,-74,0.00989443177357316
FN,-73,0.009778714650310575
FN,-72,0.009706582138314844
FN,-71,0.009795035333372653
FN,-70,0.009824250382371247
FN,-69,0.009831991642713547
FN,-68,0.009929596199654042
FN,-67,0.009845998319797218
