example_id,confusion_category,position_relative_to_snv,ism_importance
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-100,0.0019073486328125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-99,0.0019369125366210938
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-98,0.0020570755004882812
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-97,0.0026044845581054688
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-96,0.005982398986816406
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-95,0.013334274291992188
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-94,0.006450653076171875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-93,0.00028228759765625
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-92,0.0073566436767578125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-91,0.007285118103027344
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-90,0.007220268249511719
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-89,0.0018496513366699219
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-88,0.0040798187255859375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-87,0.005603790283203125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-86,0.004268646240234375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-85,0.0029211044311523438
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-84,0.005076408386230469
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-83,0.002910137176513672
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-82,0.0009832382202148438
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-81,0.0013561248779296875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-80,0.003017425537109375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-79,0.005189418792724609
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-78,0.0020923614501953125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-77,0.004230022430419922
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-76,0.004351615905761719
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-75,0.0051021575927734375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-74,0.0020112991333007812
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-73,0.004344940185546875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-72,0.005386829376220703
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-71,0.00737762451171875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-70,0.0036401748657226562
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-69,0.004607677459716797
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-68,0.0024552345275878906
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-67,0.0030798912048339844
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-66,0.007709503173828125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-65,0.009449958801269531
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-64,0.005047321319580078
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-63,0.00858449935913086
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-62,0.005555152893066406
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-61,0.00768280029296875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-60,0.00189971923828125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-59,0.007577419281005859
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-58,0.0047893524169921875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-57,0.0030298233032226562
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-56,0.0023860931396484375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-55,0.00339508056640625
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-54,0.0015916824340820312
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-53,0.0007190704345703125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-52,0.0027923583984375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-51,0.004573345184326172
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-50,0.002300262451171875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-49,0.016869544982910156
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-48,0.0022058486938476562
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-47,0.004891395568847656
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-46,0.007851600646972656
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-45,0.0033435821533203125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-44,0.0044269561767578125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-43,0.0031456947326660156
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-42,0.005489349365234375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-41,0.010415077209472656
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-40,0.005137920379638672
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-39,0.00272369384765625
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-38,0.002101898193359375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-37,0.021576881408691406
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-36,0.004505634307861328
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-35,0.008100509643554688
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-34,0.009754657745361328
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-33,0.0036449432373046875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-32,0.006244659423828125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-31,0.008602142333984375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-30,0.00202178955078125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-29,0.0044269561767578125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-28,0.0020956993103027344
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-27,0.0032644271850585938
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-26,0.002971649169921875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-25,0.0017728805541992188
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-24,0.003941535949707031
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-23,0.00203704833984375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-22,0.005009651184082031
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-21,0.004809379577636719
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-20,0.008745193481445312
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-19,0.0053424835205078125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-18,0.033761024475097656
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-17,0.004851341247558594
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-16,0.003886699676513672
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-15,0.005869865417480469
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-14,0.03912639617919922
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-13,0.007717609405517578
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-12,0.0171356201171875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-11,0.028148651123046875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-10,0.007416725158691406
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-9,0.0006618499755859375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-8,0.016045570373535156
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-7,0.016974449157714844
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-6,0.011898994445800781
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-5,0.0014295578002929688
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-4,0.0034227371215820312
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-3,0.002476215362548828
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-2,0.005374908447265625
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-1,0.003425121307373047
chr3:125766575:esophagus_muscularis_mucosa:0,TP,0,0.005248069763183594
chr3:125766575:esophagus_muscularis_mucosa:0,TP,1,0.001621246337890625
chr3:125766575:esophagus_muscularis_mucosa:0,TP,2,0.0030608177185058594
chr3:125766575:esophagus_muscularis_mucosa:0,TP,3,0.0022864341735839844
chr3:125766575:esophagus_muscularis_mucosa:0,TP,4,0.0010251998901367188
chr3:125766575:esophagus_muscularis_mucosa:0,TP,5,0.004206657409667969
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,0.0048160552978515625
chr3:125766575:esophagus_muscularis_mucosa:0,TP,7,0.006697654724121094
chr3:125766575:esophagus_muscularis_mucosa:0,TP,8,0.004261970520019531
chr3:125766575:esophagus_muscularis_mucosa:0,TP,9,0.0015726089477539062
chr3:125766575:esophagus_muscularis_mucosa:0,TP,10,0.0012254714965820312
chr3:125766575:esophagus_muscularis_mucosa:0,TP,11,0.0011816024780273438
chr3:125766575:esophagus_muscularis_mucosa:0,TP,12,0.00446319580078125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,13,0.004397392272949219
chr3:125766575:esophagus_muscularis_mucosa:0,TP,14,0.001598358154296875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,15,0.0025320053100585938
chr3:125766575:esophagus_muscularis_mucosa:0,TP,16,0.004024505615234375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,17,0.0043010711669921875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,18,0.0031948089599609375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,19,0.0057201385498046875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,20,0.0035142898559570312
chr3:125766575:esophagus_muscularis_mucosa:0,TP,21,0.0015125274658203125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,22,0.001384735107421875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,23,0.0024976730346679688
chr3:125766575:esophagus_muscularis_mucosa:0,TP,24,0.003475189208984375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,25,0.00136566162109375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,26,0.00257110595703125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,27,0.0014543533325195312
chr3:125766575:esophagus_muscularis_mucosa:0,TP,28,0.0021686553955078125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,29,0.0009570121765136719
chr3:125766575:esophagus_muscularis_mucosa:0,TP,30,0.0026025772094726562
chr3:125766575:esophagus_muscularis_mucosa:0,TP,31,0.0034999847412109375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,32,8.0108642578125e-05
chr3:125766575:esophagus_muscularis_mucosa:0,TP,33,0.0019268989562988281
chr3:125766575:esophagus_muscularis_mucosa:0,TP,34,0.0021877288818359375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,35,0.0003337860107421875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,36,0.004969596862792969
chr3:125766575:esophagus_muscularis_mucosa:0,TP,37,0.0012540817260742188
chr3:125766575:esophagus_muscularis_mucosa:0,TP,38,0.0022058486938476562
chr3:125766575:esophagus_muscularis_mucosa:0,TP,39,0.0030226707458496094
chr3:125766575:esophagus_muscularis_mucosa:0,TP,40,0.0017824172973632812
chr3:125766575:esophagus_muscularis_mucosa:0,TP,41,0.0034742355346679688
chr3:125766575:esophagus_muscularis_mucosa:0,TP,42,0.00095367431640625
chr3:125766575:esophagus_muscularis_mucosa:0,TP,43,0.0007114410400390625
chr3:125766575:esophagus_muscularis_mucosa:0,TP,44,0.0022153854370117188
chr3:125766575:esophagus_muscularis_mucosa:0,TP,45,0.0011415481567382812
chr3:125766575:esophagus_muscularis_mucosa:0,TP,46,0.0019407272338867188
chr3:125766575:esophagus_muscularis_mucosa:0,TP,47,0.0019216537475585938
chr3:125766575:esophagus_muscularis_mucosa:0,TP,48,0.0012049674987792969
chr3:125766575:esophagus_muscularis_mucosa:0,TP,49,0.00041484832763671875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,50,0.0037441253662109375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,51,0.0032892227172851562
chr3:125766575:esophagus_muscularis_mucosa:0,TP,52,0.0018453598022460938
chr3:125766575:esophagus_muscularis_mucosa:0,TP,53,0.0012226104736328125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,54,0.0013132095336914062
chr3:125766575:esophagus_muscularis_mucosa:0,TP,55,0.001499176025390625
chr3:125766575:esophagus_muscularis_mucosa:0,TP,56,0.0031375885009765625
chr3:125766575:esophagus_muscularis_mucosa:0,TP,57,0.00228118896484375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,58,0.0027108192443847656
chr3:125766575:esophagus_muscularis_mucosa:0,TP,59,0.006587028503417969
chr3:125766575:esophagus_muscularis_mucosa:0,TP,60,0.0035715103149414062
chr3:125766575:esophagus_muscularis_mucosa:0,TP,61,0.004538536071777344
chr3:125766575:esophagus_muscularis_mucosa:0,TP,62,0.0049724578857421875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,63,0.0029535293579101562
chr3:125766575:esophagus_muscularis_mucosa:0,TP,64,0.0029306411743164062
chr3:125766575:esophagus_muscularis_mucosa:0,TP,65,0.0030078887939453125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,66,0.005825042724609375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,67,0.0030450820922851562
