confusion_category,position_relative_to_snv,v
FN,-100,0.01633153756459554
FN,-99,0.019378350575764973
FN,-98,0.020664219856262208
FN,-97,0.02017990748087565
FN,-96,0.018400475184122723
FN,-95,0.021922360261281332
FN,-94,0.021559007167816162
FN,-93,0.02294817606608073
FN,-92,0.022597774664560952
FN,-91,0.01852014462153117
FN,-90,0.01929171641667684
FN,-89,0.015903411706288655
FN,-88,0.023080887794494628
FN,-87,0.028356722195943193
FN,-86,0.024200881322224935
FN,-85,0.024696128368377687
FN,-84,0.020113221009572347
FN,-83,0.027999099493026734
FN,-82,0.019800270398457845
FN,-81,0.026059899727503458
FN,-80,0.022226203282674155
FN,-79,0.021704586346944176
FN,-78,0.02741910378138224
FN,-77,0.027889971733093263
FN,-76,0.02309416929880778
FN,-75,0.02543159325917562
FN,-74,0.02889383355776469
FN,-73,0.021944575309753418
FN,-72,0.02727807323137919
FN,-71,0.02141613483428955
FN,-70,0.021753507455190023
FN,-69,0.016881725788116454
FN,-68,0.021641068855921427
FN,-67,0.021854823430379235
FN,-66,0.017242669264475506
FN,-65,0.01719369093577067
FN,-64,0.018266224066416422
FN,-63,0.01897293408711751
FN,-62,0.01683526039123535
FN,-61,0.01619092623392741
FN,-60,0.01442934274673462
FN,-59,0.0175412646929423
FN,-58,0.018904484907786054
FN,-57,0.017355554898579914
FN,-56,0.015525305271148681
FN,-55,0.01738895893096924
FN,-54,0.01755344231923421
FN,-53,0.019427971839904787
FN,-52,0.018951964378356934
FN,-51,0.018641249338785807
FN,-50,0.016327626705169677
FN,-49,0.020130305290222167
FN,-48,0.020232385794321694
FN,-47,0.017803034782409667
FN,-46,0.017195931275685628
FN,-45,0.020785930156707762
FN,-44,0.01798126777013143
FN,-43,0.016874080499013264
FN,-42,0.023397734562555946
FN,-41,0.017434093952178955
FN,-40,0.019799652099609374
FN,-39,0.02453354756037394
FN,-38,0.020694591204325357
FN,-37,0.02109186808268229
FN,-36,0.022502555847167968
FN,-35,0.018118314743041992
FN,-34,0.01823975721995036
FN,-33,0.02061215877532959
FN,-32,0.017034637133280437
FN,-31,0.015108470916748046
FN,-30,0.0182145889600118
FN,-29,0.01917878270149231
FN,-28,0.018549139499664306
FN,-27,0.015654139518737793
FN,-26,0.0200031844774882
FN,-25,0.01590664545694987
FN,-24,0.016566938559214275
FN,-23,0.01824923833211263
FN,-22,0.017237273852030437
FN,-21,0.017989800771077473
FN,-20,0.021692972977956138
FN,-19,0.02205533504486084
FN,-18,0.02624559839566549
FN,-17,0.020841628710428873
FN,-16,0.02666433572769165
FN,-15,0.023785134951273598
FN,-14,0.025460960070292152
FN,-13,0.020487067699432374
FN,-12,0.020508611996968587
FN,-11,0.019781041940053302
FN,-10,0.018917643229166666
FN,-9,0.0177667498588562
FN,-8,0.018983290990193684
FN,-7,0.018612356980641682
FN,-6,0.018949871063232423
FN,-5,0.02105013370513916
FN,-4,0.019122169812520344
FN,-3,0.01983097235361735
FN,-2,0.017616140445073446
FN,-1,0.02329396963119507
FN,0,0.020560518900553385
FN,1,0.015864512920379638
FN,2,0.017815431753794353
FN,3,0.01841826359430949
FN,4,0.021567556858062744
FN,5,0.015333346525828044
FN,6,0.021659678618113198
FN,7,0.024870945612589516
FN,8,0.023018573125203452
FN,9,0.020949354569117225
FN,10,0.024709318478902183
FN,11,0.029689064025878908
FN,12,0.02786431590716044
FN,13,0.015329821904500324
FN,14,0.017988588015238446
FN,15,0.019969569047292076
FN,16,0.02065577189127604
FN,17,0.024561107953389488
FN,18,0.02609591007232666
FN,19,0.02101522445678711
FN,20,0.020704371134440104
FN,21,0.021430116494496665
FN,22,0.022422247727711998
FN,23,0.019730232556660968
FN,24,0.023882959683736167
FN,25,0.01978255271911621
FN,26,0.017306511402130128
FN,27,0.017657509644826253
FN,28,0.025234480698903404
FN,29,0.025063478151957194
FN,30,0.027904602686564126
FN,31,0.0418636965751648
FN,32,0.027441245714823405
FN,33,0.02188878615697225
FN,34,0.023450483481089274
FN,35,0.025564616521199547
FN,36,0.0391118061542511
FN,37,0.02875079949696859
FN,38,0.038315171003341676
FN,39,0.032681399981180824
FN,40,0.02445275624593099
FN,41,0.028442932367324827
