example_id,confusion_category,position_relative_to_snv,ig_attr
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-225,-0.03262297064065933
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-224,-0.03262297064065933
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-223,-0.03262297064065933
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-222,-0.03262297064065933
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-221,-0.03262297064065933
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-220,-0.028605859726667404
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-219,-0.028605859726667404
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-218,-0.028605859726667404
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-217,-0.028605859726667404
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-216,-0.028605859726667404
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-215,0.05900251492857933
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-214,0.05900251492857933
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-213,0.05900251492857933
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-212,0.05900251492857933
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-211,0.05900251492857933
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-210,0.05900251492857933
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-209,0.05900251492857933
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-208,-0.00995269138365984
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-207,-0.00995269138365984
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-206,-0.00995269138365984
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-205,-0.00995269138365984
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-204,0.019403476268053055
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-203,0.019403476268053055
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-202,0.019403476268053055
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-201,-0.06257226318120956
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-200,-0.06257226318120956
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-199,-0.06257226318120956
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-198,-0.06257226318120956
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-197,-0.06257226318120956
chr3:125766575:esophagus_muscularis_mucosa:0,TP,-196,-0.09262315928936005
