example_id,confusion_category,kmer_size,position_relative_to_snv,kmer_importance
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-100,0.0009177525838216146
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-99,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-98,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-97,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-96,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-95,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-94,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-93,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-92,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-91,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-90,0.0076122283935546875
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-89,0.002842585245768229
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-88,0.0011113484700520833
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-87,0.0022687911987304688
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-86,0.0022687911987304688
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-85,0.0030577977498372397
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-84,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-83,0.0015236536661783855
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-82,0.0002772013346354167
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-81,0.000606536865234375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-80,0.000202178955078125
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-79,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-78,0.0008457501729329427
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-77,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-76,0.0018056233723958333
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-75,0.0018056233723958333
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-74,0.0030258496602376304
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-73,0.000247955322265625
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-72,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-71,0.0
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-70,0.001033782958984375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-69,0.0031585693359375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-68,0.001033782958984375
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-67,0.005108833312988281
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-66,0.0022951761881510415
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-65,0.003650029500325521
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-64,0.0026923815409342446
chr3:125766575:esophagus_muscularis_mucosa:0,TP,6,-63,0.0
