confusion_category,position_relative_to_snv,v
FN,-100,0.028451569875081382
FN,-99,0.03365817109743754
FN,-98,0.027103509108225503
FN,-97,0.02696122725804647
FN,-96,0.02480035146077474
FN,-95,0.028727169036865233
FN,-94,0.02863119681676229
FN,-93,0.029963991244633992
FN,-92,0.02738246997197469
FN,-91,0.027825051148732505
FN,-90,0.030689805348714193
FN,-89,0.026431684494018556
FN,-88,0.039024972518285114
FN,-87,0.028196794986724852
FN,-86,0.029745906194051108
FN,-85,0.028888786633809407
FN,-84,0.03000469962755839
FN,-83,0.030251653591791786
FN,-82,0.029086174170176185
FN,-81,0.03380570371945699
FN,-80,0.04050961295763652
FN,-79,0.0392909840742747
FN,-78,0.03134409228960673
FN,-77,0.03620159308115641
FN,-76,0.06255809446175893
FN,-75,0.03029710054397583
FN,-74,0.03467703183492025
FN,-73,0.043584909141063694
FN,-72,0.03456322610378265
FN,-71,0.027008003393809
FN,-70,0.02565608342488607
FN,-69,0.026516294479370116
FN,-68,0.028862039248148598
FN,-67,0.03739551345507304
FN,-66,0.030941112836201986
FN,-65,0.04339213053385417
FN,-64,0.029234999815622963
FN,-63,0.024073549111684165
FN,-62,0.030617144902547203
FN,-61,0.033701342741648356
FN,-60,0.031208904584248864
FN,-59,0.02771298130353292
FN,-58,0.025367574691772463
FN,-57,0.02524813731511434
FN,-56,0.02942521890004476
FN,-55,0.02389511744181315
FN,-54,0.02452941735585531
FN,-53,0.026627110640207924
FN,-52,0.026013837655385338
FN,-51,0.025357027053833008
FN,-50,0.029728885491689047
FN,-49,0.025964166720708212
FN,-48,0.03063366731007894
FN,-47,0.02455733378728231
FN,-46,0.025976009368896484
FN,-45,0.02969151814778646
FN,-44,0.02755515734354655
FN,-43,0.022786820729573568
FN,-42,0.02338382681210836
FN,-41,0.02597270925839742
FN,-40,0.026717217763264977
FN,-39,0.05602219661076863
FN,-38,0.030956257184346518
FN,-37,0.02615246375401815
FN,-36,0.026580516497294107
FN,-35,0.033312406142552695
FN,-34,0.02949731151262919
FN,-33,0.027960339387257897
FN,-32,0.02671049356460571
FN,-31,0.024249420960744224
FN,-30,0.02280592362085978
FN,-29,0.026348042488098144
FN,-28,0.025088393688201906
FN,-27,0.02728193918863932
FN,-26,0.02365490436553955
FN,-25,0.026405455668767296
FN,-24,0.027089464664459228
FN,-23,0.030162943998972572
FN,-22,0.02969623565673828
FN,-21,0.02883736769358317
FN,-20,0.028385602633158365
FN,-19,0.03214638392130534
FN,-18,0.031205525398254396
FN,-17,0.03427050749460856
FN,-16,0.027146212259928384
FN,-15,0.03156566301981608
FN,-14,0.03065095027287801
FN,-13,0.03295191287994385
FN,-12,0.03638745506604513
FN,-11,0.031575555006663
FN,-10,0.027855930328369142
FN,-9,0.033105286757151284
FN,-8,0.02585678974787394
FN,-7,0.0237226398785909
FN,-6,0.025095322132110597
FN,-5,0.02892590085665385
FN,-4,0.026739699045817057
FN,-3,0.03137238383293152
FN,-2,0.031103177467981972
FN,-1,0.024502838452657064
FN,0,0.034120744466781615
FN,1,0.04281067172686259
FN,2,0.02279804070790609
FN,3,0.028607399066289268
FN,4,0.028909947872161865
FN,5,0.029649668534596763
FN,6,0.029667766888936364
FN,7,0.032821515401204426
FN,8,0.038044926722844444
FN,9,0.033197139898935954
FN,10,0.02870713472366333
FN,11,0.03371935486793518
FN,12,0.03432698885599772
FN,13,0.027729341983795164
FN,14,0.03266891519228617
FN,15,0.030181496143341063
FN,16,0.025416848659515382
FN,17,0.03484119256337484
FN,18,0.029137632052103676
FN,19,0.03182445367177328
FN,20,0.02883047819137573
FN,21,0.03295872370402018
FN,22,0.0401966189344724
FN,23,0.03031900962193807
FN,24,0.034414889812469485
FN,25,0.04021881063779195
FN,26,0.03970474322636922
FN,27,0.04021056890487671
FN,28,0.03744142929712931
FN,29,0.03443743308385214
FN,30,0.0343932302792867
FN,31,0.04205793897310893
FN,32,0.032914273738861084
FN,33,0.038532821337382
FN,34,0.0437666130065918
FN,35,0.03893587907155355
FN,36,0.0381362239519755
FN,37,0.04471033136049907
FN,38,0.045834820667902634
FN,39,0.03375690539677938
FN,40,0.0352968160311381
FN,41,0.037199184099833166
FN,42,0.03100489338239034
FN,43,0.031636064052581785
FN,44,0.028482164541880288
FN,45,0.02522913455963135
FN,46,0.026135291258494057
FN,47,0.0320222415526708
FN,48,0.0237037722269694
FN,49,0.02635581970214844
FN,50,0.02599752902984619
FN,51,0.027983269691467284
FN,52,0.02505759636561076
FN,53,0.025001126130421956
FN,54,0.02214266618092855
FN,55,0.019751051266988118
FN,56,0.02187777121861776
FN,57,0.024639546076456704
FN,58,0.024365599155426024
FN,59,0.028588622411092123
FN,60,0.02333594878514608
FN,61,0.02410168409347534
FN,62,0.02776230255762736
FN,63,0.02332578420639038
FN,64,0.028076859315236413
FN,65,0.026394619941711425
FN,66,0.028262934684753417
FN,67,0.028590741952260336
FN,68,0.026447624365488687
FN,69,0.03086562395095825
FN,70,0.033271183570226036
FN,71,0.027023187478383382
FN,72,0.02463505983352661
FN,73,0.027794491052627563
FN,74,0.025462562243143715
FN,75,0.021208805243174235
FN,76,0.02218790610631307
FN,77,0.02297804037729899
FN,78,0.02292129913965861
FN,79,0.022365168730417887
FN,80,0.022781105836232506
FN,81,0.022369913260142007
FN,82,0.025743375619252523
FN,83,0.024851003090540568
FN,84,0.02592632452646891
FN,85,0.026546042760213218
FN,86,0.026932775179545083
FN,87,0.024016492366790772
FN,88,0.025043118000030517
FN,89,0.030668622255325316
FN,90,0.02802776495615641
FN,91,0.028274917602539064
FN,92,0.024031845728556312
FN,93,0.02603118340174357
FN,94,0.028340726693471274
FN,95,0.02739586114883423
FN,96,0.028153446118036905
FN,97,0.02363578955332438
FN,98,0.022539596557617187
FN,99,0.024830878973007203
FN,100,0.025452659130096436
FP,-100,0.09219269593556723
FP,-99,0.09101763884226481
FP,-98,0.07563942909240723
FP,-97,0.07671772877375285
FP,-96,0.08542129755020142
FP,-95,0.0812836766242981
FP,-94,0.05829718589782715
FP,-93,0.038002655506134034
FP,-92,0.05973788261413574
FP,-91,0.036300973892211916
FP,-90,0.04939392884572347
FP,-89,0.03808262348175049
FP,-88,0.06169276714324951
FP,-87,0.033663851420084635
FP,-86,0.03980682452519735
