example_id,confusion_category,label,pred_label,source_token_index,source_token,source_offset_start,source_offset_end,num_tokens,num_layers,num_heads,selected_layers,selected_heads,prob_positive_recomputed,logit_0,logit_1,snv_offset_seq1,snv_offset_seq2
chr9:33523921:prostate_gland:0,TP,1,1,0,[CLS],0,0,115,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9869536757469177,-2.2165355682373047,2.109586238861084,150,150
chr8:38060269:upper_lobe_of_left_lung:0,TP,1,1,0,[CLS],0,0,99,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9869033098220825,-2.187486171722412,2.1347298622131348,150,150
chr9:42974893:transverse_colon:0,TP,1,1,0,[CLS],0,0,108,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9867875576019287,-2.173758029937744,2.1395397186279297,150,150
chr6:17600816:transverse_colon:0,TP,1,1,0,[CLS],0,0,118,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9866058230400085,-2.2395870685577393,2.0598626136779785,150,150
chr17:26601376:lower_leg_skin:0,TP,1,1,0,[CLS],0,0,101,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9865452647209167,-2.220446825027466,2.0744316577911377,150,150
chr2:158848532:prostate_gland:0,TP,1,1,0,[CLS],0,0,105,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9865362048149109,-2.205824136734009,2.088371992111206,150,150
chr8:38060291:upper_lobe_of_left_lung:0,TP,1,1,0,[CLS],0,0,100,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.986423909664154,-2.1664211750030518,2.1193573474884033,150,150
chr3:75785357:upper_lobe_of_left_lung:0,TP,1,1,0,[CLS],0,0,114,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9862160682678223,-2.202883243560791,2.067490577697754,150,150
chr19:21569254:body_of_pancreas:0,TP,1,1,0,[CLS],0,0,107,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9861505627632141,-2.1426327228546143,2.1229350566864014,150,150
chr6:31374359:spleen:0,TP,1,1,0,[CLS],0,0,108,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9860798716545105,-2.223605155944824,2.036792516708374,150,150
