confusion_category,position_relative_to_snv,mean_attention,plot_attention,baseline
FN,-256,0.009102080352604389,0.009102080352604389,0.0
FN,-255,0.008929757592268288,0.008929757592268288,0.0
FN,-254,0.008969276226125658,0.008969276226125658,0.0
FN,-253,0.008970072120428085,0.008970072120428085,0.0
FN,-252,0.008935511982999743,0.008935511982999743,0.0
FN,-251,0.008947038063779474,0.008947038063779474,0.0
FN,-250,0.008831602204591036,0.008831602204591036,0.0
FN,-249,0.008814142681658269,0.008814142681658269,0.0
FN,-248,0.008861709851771593,0.008861709851771593,0.0
FN,-247,0.008908506357111037,0.008908506357111037,0.0
FN,-246,0.008933996185660362,0.008933996185660362,0.0
FN,-245,0.008951683505438268,0.008951683505438268,0.0
FN,-244,0.00891171021386981,0.00891171021386981,0.0
FN,-243,0.008928842181339859,0.008928842181339859,0.0
FN,-242,0.008946095420978963,0.008946095420978963,0.0
FN,-241,0.008811961770989,0.008811961770989,0.0
FN,-240,0.008784940871410072,0.008784940871410072,0.0
FN,-239,0.00884575500153005,0.00884575500153005,0.0
FN,-238,0.008910283967852593,0.008910283967852593,0.0
FN,-237,0.008888943013735115,0.008888943013735115,0.0
FN,-236,0.008876462983898818,0.008876462983898818,0.0
FN,-235,0.008823148659430444,0.008823148659430444,0.0
FN,-234,0.00892951142974198,0.00892951142974198,0.0
FN,-233,0.00897434065118432,0.00897434065118432,0.0
FN,-232,0.009032643013633788,0.009032643013633788,0.0
FN,-231,0.009054590207524598,0.009054590207524598,0.0
FN,-230,0.008996315784752369,0.008996315784752369,0.0
FN,-229,0.009108856348320841,0.009108856348320841,0.0
FN,-228,0.009166756263002753,0.009166756263002753,0.0
FN,-227,0.009104576003737748,0.009104576003737748,0.0
FN,-226,0.009147709445096552,0.009147709445096552,0.0
FN,-225,0.009082779227755964,0.009082779227755964,0.0
FN,-224,0.00905290246475488,0.00905290246475488,0.0
FN,-223,0.009003375773318112,0.009003375773318112,0.0
FN,-222,0.0090690934099257,0.0090690934099257,0.0
FN,-221,0.008989385445602238,0.008989385445602238,0.0
FN,-220,0.009087037718854845,0.009087037718854845,0.0
FN,-219,0.009110273169353604,0.009110273169353604,0.0
FN,-218,0.009081859989091754,0.009081859989091754,0.0
FN,-217,0.009143240000121296,0.009143240000121296,0.0
FN,-216,0.009083320228382945,0.009083320228382945,0.0
FN,-215,0.00908117238432169,0.00908117238432169,0.0
FN,-214,0.009079349949024618,0.009079349949024618,0.0
FN,-213,0.009072772124782205,0.009072772124782205,0.0
