example_id,confusion_category,label,pred_label,source_token_index,source_token,source_offset_start,source_offset_end,num_tokens,num_layers,num_heads,selected_layers,selected_heads,prob_positive_recomputed,logit_0,logit_1,snv_offset_seq1,snv_offset_seq2
chr17:22909996:testis:0,TP,1,1,0,[CLS],0,0,100,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9873194694519043,-2.2343099117279053,2.120619535446167,256,256
chr3:75785547:gastrocnemius_medialis:0,TP,1,1,0,[CLS],0,0,113,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9872302412986755,-2.1903858184814453,2.1574363708496094,256,256
chr17:22816782:prostate_gland:0,TP,1,1,0,[CLS],0,0,105,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9869998097419739,-2.217805862426758,2.1119017601013184,256,256
chr3:75785609:body_of_pancreas:0,TP,1,1,0,[CLS],0,0,110,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.986713707447052,-2.152491569519043,2.155158281326294,256,256
chr17:23044492:testis:0,TP,1,1,0,[CLS],0,0,102,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9865646362304688,-2.2062838077545166,2.090052604675293,256,256
chr3:75785419:tibial_nerve:0,TP,1,1,0,[CLS],0,0,114,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9856781363487244,-2.1517882347106934,2.079753875732422,256,256
chr12:52949183:prostate_gland:0,TP,1,1,0,[CLS],0,0,110,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9853636622428894,-2.145310640335083,2.0641918182373047,256,256
chr9:42974893:transverse_colon:0,TP,1,1,0,[CLS],0,0,108,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9850912094116211,-2.1392064094543457,2.051572561264038,256,256
chr11:47642443:transverse_colon:0,TP,1,1,0,[CLS],0,0,115,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9850153923034668,-2.107787609100342,2.0778510570526123,256,256
chr17:22856764:adrenal_gland:0,TP,1,1,0,[CLS],0,0,104,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9844459891319275,-2.1562726497650146,1.9914872646331787,256,256
chr9:129437752:body_of_pancreas:0,TP,1,1,0,[CLS],0,0,103,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9843983054161072,-2.1016488075256348,2.0429980754852295,256,256
chr6:31374359:spleen:0,TP,1,1,0,[CLS],0,0,109,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9843868613243103,-2.115445375442505,2.028456211090088,256,256
chr2:132257654:body_of_pancreas:0,TP,1,1,0,[CLS],0,0,119,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9842652082443237,-2.0889618396759033,2.0470590591430664,256,256
chr17:24931573:spleen:0,TP,1,1,0,[CLS],0,0,103,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9841465353965759,-2.120927333831787,2.007457971572876,256,256
chr12:52949266:prostate_gland:0,TP,1,1,0,[CLS],0,0,111,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.984117865562439,-2.071411371231079,2.0551376342773438,256,256
chr16:2005642:body_of_pancreas:0,TP,1,1,0,[CLS],0,0,111,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9840684533119202,-2.0488052368164062,2.0745906829833984,256,256
chr12:8390645:prostate_gland:0,TP,1,1,0,[CLS],0,0,110,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9840388894081116,-2.0719611644744873,2.0495476722717285,256,256
chr7:22550492:tibial_artery:0,TP,1,1,0,[CLS],0,0,107,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9840199947357178,-2.1297552585601807,1.990548849105835,256,256
chr7:142479143:body_of_pancreas:0,TP,1,1,0,[CLS],0,0,105,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9837870001792908,-2.113570213317871,1.9920284748077393,256,256
chr3:81292180:thoracic_aorta:0,TP,1,1,0,[CLS],0,0,80,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9836720824241638,-2.1490111351013184,1.949405550956726,256,256
chr2:86221296:thoracic_aorta:0,TP,1,1,0,[CLS],0,0,105,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9836132526397705,-2.0832598209381104,2.0114996433258057,256,256
chr17:23378824:omental_fat_pad:0,TP,1,1,0,[CLS],0,0,101,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9833842515945435,-2.108729600906372,1.971920132637024,256,256
chr14:106508377:spleen:0,TP,1,1,0,[CLS],0,0,106,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9831374883651733,-2.0614171028137207,2.004236936569214,256,256
chr7:100949214:Peyers_patch:0,TP,1,1,0,[CLS],0,0,105,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9829677939414978,-2.0945839881896973,1.9608856439590454,256,256
chr22:24006151:thoracic_aorta:0,TP,1,1,0,[CLS],0,0,101,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9829618334770203,-2.0433173179626465,2.0117955207824707,256,256
chr8:38060242:Peyers_patch:0,TP,1,1,0,[CLS],0,0,104,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9829020500183105,-2.0557870864868164,1.9957642555236816,256,256
chr2:132257671:body_of_pancreas:0,TP,1,1,0,[CLS],0,0,118,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9828307628631592,-2.059783458709717,1.987532138824463,256,256
chr7:100966122:prostate_gland:0,TP,1,1,0,[CLS],0,0,110,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.9822385311126709,-2.0460519790649414,1.9667528867721558,256,256
chr19:21569427:body_of_pancreas:0,TP,1,1,0,[CLS],0,0,108,12,12,11,"0,1,2,3,4,5,6,7,8,9,10,11",0.982062041759491,-2.035334348678589,1.967403769493103,256,256
