PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,target,example_id,confusion_category,pred_label
6.040893,0.29505986,0.17305587,0.22390816,0.32471874,-0.7556911,-0.46279585,0.041453756,-0.40731168,0.32963222,1,chr12:52949266:prostate_gland:0,TP,1
-2.23953,-0.13335972,-0.56417084,0.7764916,0.8537055,0.0202426,0.07548548,-0.525438,-0.063318886,-0.3306051,0,chr1:208268555:body_of_pancreas:0,TN,0
-2.2191575,-1.5001153,-0.22680736,0.41586316,0.17415662,0.07427889,-0.74753535,-0.3679324,-0.04834432,0.17669699,0,chr10:100267607:transverse_colon:0,TN,0
-2.0624,1.6338654,-1.0240395,0.78787607,-0.7273947,0.5374724,-0.15321004,-0.5569764,0.09351113,-0.20591767,0,chr15:85840427:sigmoid_colon:0,TN,0
-2.129841,1.7025807,-0.74448454,0.66988486,-0.5806543,1.1268513,0.28372082,0.9251967,-0.09953075,-0.0014424727,0,chr20:53943966:thoracic_aorta:0,TN,0
0.02122517,-1.5841204,-1.7070234,1.1440135,-1.1010789,0.6845452,-0.29509866,-0.41684508,0.31689906,-0.33277965,1,chr2:46699152:prostate_gland:0,FN,0
-2.1597285,1.0157375,-0.6981063,0.8631917,1.2728405,-0.5137913,0.3025877,0.6195216,0.20148215,-0.0536391,0,chr5:150847159:prostate_gland:0,TN,0
5.6115766,1.2073463,0.099057086,-0.8963103,-0.3350986,-0.66562915,-0.28531304,0.4531687,-0.0007813888,0.1687085,1,chr2:86221296:thoracic_aorta:0,TP,1
-0.38776305,-2.843467,0.5506459,0.27834123,-1.1145247,-0.5719804,-0.008406292,0.3038436,-1.1137458,1.0882897,1,chr9:33447548:prostate_gland:0,FN,0
-3.0676541,0.27037907,-0.6189324,0.23997669,-0.4819466,-0.9620211,0.31444967,-0.21932498,-0.18278097,0.39877805,0,chr7:100950296:Peyers_patch:0,TN,0
-2.518561,-0.7923735,0.6981804,-1.6227994,-0.17490393,-0.32045102,0.007188136,-0.53213155,0.088461,-0.9991537,1,chr8:41651698:testis:0,FN,0
-2.3408568,1.0525106,-0.24579833,0.22780259,0.86526495,0.44095588,-0.05789391,0.0379712,-0.3871772,0.1413917,0,chr1:239067551:body_of_pancreas:0,TN,0
-3.476023,0.58593214,-0.71937394,0.38863868,0.21720079,-0.9736953,-1.1343249,-0.27658704,0.51368153,0.40776488,1,chr1:146376989:lower_leg_skin:0,FN,0
