confusion_category,position_relative_to_snv,v
FN,-100,7.367134094238281e-07
FN,-99,7.367134094238281e-07
FN,-98,7.367134094238281e-07
FN,-97,7.367134094238281e-07
FN,-96,7.367134094238281e-07
FN,-95,7.367134094238281e-07
FN,-94,7.367134094238281e-07
FN,-93,7.367134094238281e-07
FN,-92,7.367134094238281e-07
FN,-91,7.367134094238281e-07
FN,-90,7.367134094238281e-07
FN,-89,7.367134094238281e-07
FN,-88,7.367134094238281e-07
FN,-87,7.367134094238281e-07
FN,-86,7.367134094238281e-07
FN,-85,7.367134094238281e-07
FN,-84,7.367134094238281e-07
FN,-83,7.367134094238281e-07
FN,-82,7.367134094238281e-07
FN,-81,7.367134094238281e-07
FN,-80,7.367134094238281e-07
FN,-79,7.367134094238281e-07
FN,-78,7.367134094238281e-07
FN,-77,7.367134094238281e-07
FN,-76,7.367134094238281e-07
FN,-75,7.367134094238281e-07
FN,-74,7.367134094238281e-07
FN,-73,7.367134094238281e-07
FN,-72,7.367134094238281e-07
FN,-71,7.367134094238281e-07
FN,-70,7.367134094238281e-07
FN,-69,7.367134094238281e-07
FN,-68,7.367134094238281e-07
FN,-67,7.367134094238281e-07
FN,-66,7.367134094238281e-07
FN,-65,7.367134094238281e-07
FN,-64,7.367134094238281e-07
FN,-63,7.367134094238281e-07
FN,-62,7.367134094238281e-07
FN,-61,7.367134094238281e-07
FN,-60,7.367134094238281e-07
FN,-59,7.367134094238281e-07
FN,-58,7.367134094238281e-07
FN,-57,7.367134094238281e-07
FN,-56,7.367134094238281e-07
FN,-55,7.367134094238281e-07
FN,-54,7.367134094238281e-07
FN,-53,7.367134094238281e-07
FN,-52,7.367134094238281e-07
FN,-51,7.367134094238281e-07
FN,-50,7.367134094238281e-07
FN,-49,7.367134094238281e-07
FN,-48,7.367134094238281e-07
FN,-47,7.367134094238281e-07
FN,-46,7.367134094238281e-07
FN,-45,7.367134094238281e-07
FN,-44,7.367134094238281e-07
FN,-43,7.367134094238281e-07
FN,-42,7.367134094238281e-07
FN,-41,7.367134094238281e-07
FN,-40,7.367134094238281e-07
FN,-39,7.367134094238281e-07
FN,-38,7.367134094238281e-07
FN,-37,7.367134094238281e-07
FN,-36,7.367134094238281e-07
FN,-35,7.367134094238281e-07
FN,-34,7.367134094238281e-07
FN,-33,7.367134094238281e-07
FN,-32,7.367134094238281e-07
FN,-31,7.367134094238281e-07
FN,-30,7.367134094238281e-07
FN,-29,7.367134094238281e-07
FN,-28,7.367134094238281e-07
FN,-27,7.367134094238281e-07
FN,-26,7.367134094238281e-07
FN,-25,7.367134094238281e-07
FN,-24,7.367134094238281e-07
FN,-23,7.367134094238281e-07
FN,-22,7.367134094238281e-07
FN,-21,7.367134094238281e-07
FN,-20,7.367134094238281e-07
FN,-19,7.367134094238281e-07
FN,-18,7.367134094238281e-07
FN,-17,7.367134094238281e-07
FN,-16,7.367134094238281e-07
FN,-15,7.367134094238281e-07
FN,-14,7.367134094238281e-07
FN,-13,7.367134094238281e-07
FN,-12,7.367134094238281e-07
FN,-11,7.367134094238281e-07
FN,-10,7.367134094238281e-07
FN,-9,7.367134094238281e-07
FN,-8,7.367134094238281e-07
FN,-7,7.367134094238281e-07
FN,-6,7.367134094238281e-07
FN,-5,7.367134094238281e-07
FN,-4,7.367134094238281e-07
FN,-3,7.367134094238281e-07
FN,-2,7.367134094238281e-07
FN,-1,7.367134094238281e-07
FN,0,7.367134094238281e-07
FN,1,7.367134094238281e-07
FN,2,7.367134094238281e-07
FN,3,7.367134094238281e-07
FN,4,7.367134094238281e-07
FN,5,7.367134094238281e-07
