confusion_category,position_relative_to_snv,v
FN,-100,0.06776445587476095
FN,-99,0.0714084263642629
FN,-98,0.07438548644383748
FN,-97,0.06806299845377604
FN,-96,0.06821719566980998
FN,-95,0.06962673425674439
FN,-94,0.062487075328826906
FN,-93,0.06276225090026856
FN,-92,0.06289399623870849
FN,-91,0.06029135783513387
FN,-90,0.06286769231160481
FN,-89,0.06408565759658813
FN,-88,0.05673482418060303
FN,-87,0.055339986483256026
FN,-86,0.06065894603729248
FN,-85,0.06171093861262004
FN,-84,0.05927309672037761
FN,-83,0.0625025733311971
FN,-82,0.05605903546015422
FN,-81,0.05972888787587483
FN,-80,0.06695019086201985
FN,-79,0.05897390047709147
FN,-78,0.05634715477625529
FN,-77,0.05463102499643962
FN,-76,0.055894607702891036
FN,-75,0.05394002596537272
FN,-74,0.04994368155797322
FN,-73,0.05687787373860677
FN,-72,0.04914364020029704
FN,-71,0.05332798957824707
FN,-70,0.05956697106361389
FN,-69,0.0559504222869873
FN,-68,0.05133196512858073
FN,-67,0.05095980326334636
FN,-66,0.05416512568791707
FN,-65,0.05365981618563334
FN,-64,0.05998155196507771
FN,-63,0.06474217772483826
FN,-62,0.06455681482950847
FN,-61,0.06394777576128642
FN,-60,0.05566434939702351
FN,-59,0.06801815191904705
FN,-58,0.06039515932401021
FN,-57,0.0635886279741923
FN,-56,0.061147464911142986
FN,-55,0.0594403592745463
FN,-54,0.06188904643058777
FN,-53,0.07487671961386999
FN,-52,0.059861181577046715
FN,-51,0.05949321826299031
FN,-50,0.057216343084971116
FN,-49,0.06326643665631612
FN,-48,0.05973028977711995
FN,-47,0.054943963686625165
FN,-46,0.05323224782943726
FN,-45,0.05947478294372559
FN,-44,0.05272044976552327
FN,-43,0.05342132170995076
FN,-42,0.054483548005421954
FN,-41,0.050653493404388426
FN,-40,0.057059836387634275
FN,-39,0.05256883939107259
FN,-38,0.05493696212768555
FN,-37,0.05427749395370483
FN,-36,0.05284249703089396
FN,-35,0.04994704961776733
FN,-34,0.051279807885487874
FN,-33,0.050706474781036376
FN,-32,0.048142038981119795
FN,-31,0.05666432619094849
FN,-30,0.05306410630544026
FN,-29,0.051791881720225016
FN,-28,0.04990542968114217
FN,-27,0.047781449953715006
FN,-26,0.048348615964253744
FN,-25,0.04585556666056315
FN,-24,0.04700604756673177
FN,-23,0.047405167420705156
FN,-22,0.045911570390065506
FN,-21,0.049124341805775955
FN,-20,0.04929965575536092
FN,-19,0.05049657662709554
FN,-18,0.04530872662862142
FN,-17,0.050138306617736814
FN,-16,0.05046131769816081
FN,-15,0.05193432092666626
FN,-14,0.060399796168009445
FN,-13,0.05785319169362386
FN,-12,0.05342318455378215
FN,-11,0.05331635554631551
FN,-10,0.048010977109273274
FN,-9,0.04862451632817586
FN,-8,0.047351726690928145
FN,-7,0.05051472981770833
FN,-6,0.05110176881154378
FN,-5,0.05767065604527791
FN,-4,0.058361799716949464
FN,-3,0.05681232134501139
FN,-2,0.05379875342051189
FN,-1,0.04878207365671794
FN,0,0.0515509819984436
FN,1,0.0466778548558553
FN,2,0.04863761266072591
FN,3,0.04723128239313762
FN,4,0.05007795651753743
FN,5,0.05205537875493367
FN,6,0.053029366334279376
FN,7,0.054487539927164715
FN,8,0.05084959348042806
FN,9,0.05610371033350627
FN,10,0.0544432012240092
FN,11,0.053183679580688474
