confusion_category,position_relative_to_snv,v
FN,-100,0.04082697629928589
FN,-99,0.04106673081715902
FN,-98,0.04278246959050496
FN,-97,0.04366737842559815
FN,-96,0.046867709954579666
FN,-95,0.045362084706624346
FN,-94,0.04673007885615031
FN,-93,0.04447744448979695
FN,-92,0.04539582411448161
FN,-91,0.04610137303670247
FN,-90,0.04213541507720947
FN,-89,0.03321421146392822
FN,-88,0.03840274413426717
FN,-87,0.03659269730250041
FN,-86,0.03379285415013631
FN,-85,0.035609801610310875
FN,-84,0.03397997697194417
FN,-83,0.03748378038406372
FN,-82,0.04306350866953532
FN,-81,0.039639275868733725
FN,-80,0.044702709515889484
FN,-79,0.042510177294413254
FN,-78,0.04038449287414551
FN,-77,0.03574752251307169
FN,-76,0.04048086245854696
FN,-75,0.045567560195922854
FN,-74,0.03478970368703207
FN,-73,0.03530598799387614
FN,-72,0.03254969437917074
FN,-71,0.028783084551493324
FN,-70,0.03439241488774618
FN,-69,0.03422310908635458
FN,-68,0.035381208260854086
FN,-67,0.03287803570429484
FN,-66,0.03486563762029012
FN,-65,0.0336981749534607
FN,-64,0.03926626443862915
FN,-63,0.039176212151845295
FN,-62,0.04153953949610392
FN,-61,0.046248099009195964
FN,-60,0.03982840617497762
FN,-59,0.04628195921579997
FN,-58,0.04500594417254131
FN,-57,0.04753391106923421
FN,-56,0.045844957033793134
FN,-55,0.049781038761138915
FN,-54,0.03889331897099813
FN,-53,0.037332603931427004
FN,-52,0.03345264037450155
FN,-51,0.040657699902852375
FN,-50,0.048947898546854655
FN,-49,0.04868359486262004
FN,-48,0.03445375045140584
FN,-47,0.03749924341837565
FN,-46,0.03334290981292724
FN,-45,0.03553274154663086
FN,-44,0.03807647625605265
FN,-43,0.03706680218378702
FN,-42,0.036868224143981936
FN,-41,0.03801499923070272
FN,-40,0.03181502978006998
FN,-39,0.03211228132247925
FN,-38,0.03985639492670695
FN,-37,0.03813504616419474
FN,-36,0.03608466784159342
FN,-35,0.03295051018397013
FN,-34,0.0333866024017334
FN,-33,0.03786491314570109
FN,-32,0.03678129434585571
FN,-31,0.037771937052408854
FN,-30,0.038418823877970375
FN,-29,0.03968463102976481
FN,-28,0.03138235251108805
FN,-27,0.03298955758412679
FN,-26,0.035625084241231286
FN,-25,0.035722065766652426
FN,-24,0.0346186629931132
FN,-23,0.03825996955235799
FN,-22,0.03910168647766113
FN,-21,0.041413893699645994
FN,-20,0.03765796820322673
FN,-19,0.033323636054992674
FN,-18,0.031243158181508385
FN,-17,0.035814661184946694
FN,-16,0.029361319541931153
FN,-15,0.036873045762379965
FN,-14,0.03779717485109965
FN,-13,0.03242858091990153
FN,-12,0.03395869811375936
FN,-11,0.03306086301803589
FN,-10,0.034751199881235754
FN,-9,0.037508477369944254
FN,-8,0.034973291556040446
FN,-7,0.04042641719182332
FN,-6,0.03902617454528809
FN,-5,0.035091633001963295
FN,-4,0.03824162483215332
FN,-3,0.03530933062235514
FN,-2,0.037066520849863685
FN,-1,0.03930758555730184
FN,0,0.03486168066660563
