confusion_category,position_relative_to_snv,ig_abs
FN,-100,0.08451895220205188
FN,-99,0.08106734734028578
FN,-98,0.07346200089901686
FN,-97,0.07575409542769193
FN,-96,0.07468271088786423
FN,-95,0.07384905369952321
FN,-94,0.0814137566741556
FN,-93,0.09541214329190552
FN,-92,0.09768519602250308
FN,-91,0.10368714235257358
FN,-90,0.09963022904936224
FN,-89,0.09514484178740532
FN,-88,0.09161880511324853
FN,-87,0.08655197475105524
FN,-86,0.08829174980521202
FN,-85,0.08118467696011067
FN,-84,0.07703253409825266
FN,-83,0.06947343931766227
FN,-82,0.06909085844876245
FN,-81,0.07479588269954547
FN,-80,0.07668940055649727
FN,-79,0.07993820970412344
FN,-78,0.08268355189356953
FN,-77,0.08065333123784513
FN,-76,0.07918469997588545
FN,-75,0.07775839962530881
FN,-74,0.07847880474757403
FN,-73,0.08010260981041938
FN,-72,0.08674797375220805
FN,-71,0.09311247562523932
FN,-70,0.08811003040522337
FN,-69,0.09128201756160706
FN,-68,0.0909983666986227
FN,-67,0.08795964969787747
FN,-66,0.08416442622896284
FN,-65,0.08527981940656901
FN,-64,0.08917654089629651
FN,-63,0.08510005122516304
FN,-62,0.08318675835151225
FN,-61,0.08181316453497857
FN,-60,0.0846614182041958
FN,-59,0.08593646505847573
FN,-58,0.08312608350999653
FN,-57,0.08824007529765368
FN,-56,0.09397795483469963
FN,-55,0.09256624357309193
FN,-54,0.08822748232167214
FN,-53,0.0837691719038412
FN,-52,0.09264120454434305
FN,-51,0.08839038500096649
FN,-50,0.08641948232427239
FN,-49,0.08442275446839631
FN,-48,0.08785773359239102
FN,-47,0.08871474615298211
FN,-46,0.08753470559604466
FN,-45,0.07735063274390995
FN,-44,0.07726302932947875
FN,-43,0.07939027551561594
FN,-42,0.07737079446204007
FN,-41,0.07875491500832141
FN,-40,0.07552845069207251
FN,-39,0.07341754549182951
FN,-38,0.0665008447226137
FN,-37,0.06703957148827612
FN,-36,0.06685713704675436
FN,-35,0.07595436931587755
FN,-34,0.09167963611893355
FN,-33,0.09766674715094269
FN,-32,0.09460415409877897
FN,-31,0.09293760886415839
FN,-30,0.08993464862927794
FN,-29,0.08138401014730334
FN,-28,0.08469345703721047
FN,-27,0.08729371519759298
FN,-26,0.08590258155483753
FN,-25,0.08308173950761556
FN,-24,0.09661873233504593
FN,-23,0.08933675677981227
FN,-22,0.09899370403494685
FN,-21,0.09728223055368289
FN,-20,0.08217702333116904
FN,-19,0.08042109431000427
FN,-18,0.0736576315178536
FN,-17,0.07711723546264693
FN,-16,0.07430242652771994
FN,-15,0.06924140523187816
FN,-14,0.07128230171278119
FN,-13,0.07431574736721813
FN,-12,0.07299075074493885
FN,-11,0.07971361526288093
FN,-10,0.08472321774344892
FN,-9,0.0862497883522883
FN,-8,0.08697529090102762
FN,-7,0.08188470041844993
FN,-6,0.08754573521204292
FN,-5,0.08481403205543757
FN,-4,0.08961029554018751
FN,-3,0.08783586904639379
FN,-2,0.08615072438726201
