example_id,confusion_category,position_relative_to_snv,ig_attr
chr17:22850626:prostate_gland:0,TP,-256,0.07077533006668091
chr17:22850626:prostate_gland:0,TP,-255,0.07077533006668091
chr17:22850626:prostate_gland:0,TP,-254,0.1133546382188797
chr17:22850626:prostate_gland:0,TP,-253,0.1133546382188797
chr17:22850626:prostate_gland:0,TP,-252,0.1133546382188797
chr17:22850626:prostate_gland:0,TP,-251,0.1133546382188797
chr17:22850626:prostate_gland:0,TP,-250,0.1133546382188797
chr17:22850626:prostate_gland:0,TP,-249,0.1133546382188797
chr17:22850626:prostate_gland:0,TP,-248,-0.085908904671669
chr17:22850626:prostate_gland:0,TP,-247,-0.085908904671669
chr17:22850626:prostate_gland:0,TP,-246,-0.085908904671669
chr17:22850626:prostate_gland:0,TP,-245,-0.085908904671669
chr17:22850626:prostate_gland:0,TP,-244,0.06245461106300354
chr17:22850626:prostate_gland:0,TP,-243,0.06245461106300354
chr17:22850626:prostate_gland:0,TP,-242,0.06245461106300354
chr17:22850626:prostate_gland:0,TP,-241,0.06245461106300354
chr17:22850626:prostate_gland:0,TP,-240,0.06245461106300354
chr17:22850626:prostate_gland:0,TP,-239,0.16497689485549927
chr17:22850626:prostate_gland:0,TP,-238,0.16497689485549927
chr17:22850626:prostate_gland:0,TP,-237,0.16497689485549927
chr17:22850626:prostate_gland:0,TP,-236,0.1199122816324234
chr17:22850626:prostate_gland:0,TP,-235,0.1199122816324234
chr17:22850626:prostate_gland:0,TP,-234,0.1199122816324234
chr17:22850626:prostate_gland:0,TP,-233,0.1199122816324234
chr17:22850626:prostate_gland:0,TP,-232,0.1199122816324234
chr17:22850626:prostate_gland:0,TP,-231,0.1199122816324234
chr17:22850626:prostate_gland:0,TP,-230,0.1199122816324234
chr17:22850626:prostate_gland:0,TP,-229,0.10353584587574005
chr17:22850626:prostate_gland:0,TP,-228,0.10353584587574005
chr17:22850626:prostate_gland:0,TP,-227,0.10353584587574005
chr17:22850626:prostate_gland:0,TP,-226,0.20843307673931122
chr17:22850626:prostate_gland:0,TP,-225,0.20843307673931122
chr17:22850626:prostate_gland:0,TP,-224,0.20843307673931122
chr17:22850626:prostate_gland:0,TP,-223,0.20843307673931122
chr17:22850626:prostate_gland:0,TP,-222,0.20843307673931122
chr17:22850626:prostate_gland:0,TP,-221,0.10947366058826447
chr17:22850626:prostate_gland:0,TP,-220,0.10947366058826447
chr17:22850626:prostate_gland:0,TP,-219,0.10947366058826447
chr17:22850626:prostate_gland:0,TP,-218,0.10947366058826447
chr17:22850626:prostate_gland:0,TP,-217,0.10947366058826447
chr17:22850626:prostate_gland:0,TP,-216,0.1230594664812088
chr17:22850626:prostate_gland:0,TP,-215,0.1230594664812088
chr17:22850626:prostate_gland:0,TP,-214,0.1230594664812088
chr17:22850626:prostate_gland:0,TP,-213,0.1230594664812088
chr17:22850626:prostate_gland:0,TP,-212,0.1230594664812088
chr17:22850626:prostate_gland:0,TP,-211,-0.04021334648132324
chr17:22850626:prostate_gland:0,TP,-210,-0.04021334648132324
chr17:22850626:prostate_gland:0,TP,-209,-0.04021334648132324
chr17:22850626:prostate_gland:0,TP,-208,-0.04021334648132324
chr17:22850626:prostate_gland:0,TP,-207,-0.04021334648132324
chr17:22850626:prostate_gland:0,TP,-206,-0.04021334648132324
chr17:22850626:prostate_gland:0,TP,-205,0.032950446009635925
chr17:22850626:prostate_gland:0,TP,-204,0.032950446009635925
