confusion_category,position_relative_to_snv,ism_importance
FN,-100,0.12398160129785538
FN,-99,0.12829553008079528
FN,-98,0.13338586449623108
FN,-97,0.12749078400433064
FN,-96,0.11745210707187653
FN,-95,0.15711038574576378
FN,-94,0.12348295748233795
FN,-93,0.1133671897649765
FN,-92,0.11527450323104858
FN,-91,0.11408563613891602
FN,-90,0.14177966356277466
FN,-89,0.10309391617774963
FN,-88,0.12785613030195236
FN,-87,0.12891426473855971
FN,-86,0.12833916068077086
FN,-85,0.12263713508844376
FN,-84,0.12074642300605774
FN,-83,0.13162215054035187
FN,-82,0.12012013733386993
FN,-81,0.11144732534885407
FN,-80,0.13867120325565338
FN,-79,0.12136758215725423
FN,-78,0.1084995299577713
FN,-77,0.12145389497280121
FN,-76,0.11111951947212219
FN,-75,0.11043932974338531
FN,-74,0.13488219439983368
FN,-73,0.12385759472846986
FN,-72,0.10927233517169953
FN,-71,0.10501662850379943
FN,-70,0.0944698429107666
FN,-69,0.11072156071662903
FN,-68,0.1189515870809555
FN,-67,0.10935384273529053
FN,-66,0.11732023060321808
FN,-65,0.12133967518806457
FN,-64,0.11949427008628845
FN,-63,0.11245319962501527
FN,-62,0.11019989609718323
FN,-61,0.10621682286262513
FN,-60,0.12839569211006163
FN,-59,0.10546605288982391
FN,-58,0.14521083116531372
FN,-57,0.13805652499198914
FN,-56,0.1067130982875824
FN,-55,0.11910530304536224
FN,-54,0.09099592804908753
FN,-53,0.11867127060890198
FN,-52,0.1055053174495697
FN,-51,0.09805577158927918
FN,-50,0.09438202202320099
FN,-49,0.10463372051715851
FN,-48,0.10053835093975066
FN,-47,0.09613178372383117
FN,-46,0.11179143905639649
FN,-45,0.10815583407878876
FN,-44,0.10683175504207611
FN,-43,0.11105048656463623
FN,-42,0.1090924483537674
FN,-41,0.10829508304595947
FN,-40,0.11819741070270538
FN,-39,0.1022362869977951
FN,-38,0.1254127711057663
FN,-37,0.1002752161026001
FN,-36,0.10046572148799897
FN,-35,0.11479475915431976
FN,-34,0.10647875607013703
FN,-33,0.10486482203006744
FN,-32,0.11806356310844421
FN,-31,0.09710462987422944
FN,-30,0.12129090011119842
FN,-29,0.11318901300430298
FN,-28,0.10921139240264893
FN,-27,0.12734995365142823
FN,-26,0.10153883457183838
FN,-25,0.11247279047966004
FN,-24,0.11531749933958053
FN,-23,0.1183775794506073
FN,-22,0.10857283234596253
FN,-21,0.12245655417442322
FN,-20,0.11770435214042664
FN,-19,0.10691140174865722
FN,-18,0.11449142694473266
FN,-17,0.11420640051364898
FN,-16,0.12549177289009095
FN,-15,0.10857044577598572
FN,-14,0.10163989126682281
FN,-13,0.10293516278266907
FN,-12,0.10107520818710328
FN,-11,0.10876162052154541
FN,-10,0.11161003708839416
FN,-9,0.10976858377456665
FN,-8,0.11423669099807739
FN,-7,0.12908580183982848
FN,-6,0.10809427201747894
FN,-5,0.1273211097717285
FN,-4,0.13885792911052705
FN,-3,0.14549312233924866
FN,-2,0.1429678124189377
FN,-1,0.10969982028007508
FN,0,0.14051905930042266
FN,1,0.13780332922935487
FN,2,0.1443000066280365
FN,3,0.1336599463224411
FN,4,0.12203517556190491
FN,5,0.12008214950561523
FN,6,0.12822734832763671
FN,7,0.12434369236230851
FN,8,0.12365545690059662
FN,9,0.11824072122573853
FN,10,0.11739009499549866
FN,11,0.1332918155193329
FN,12,0.1276958853006363
FN,13,0.11044208228588104
FN,14,0.11223470032215119
FN,15,0.13003095142543317
FN,16,0.10683328032493591
FN,17,0.12971462309360504
FN,18,0.11372532069683075
FN,19,0.11905389249324799
FN,20,0.10926559627056122
FN,21,0.10988999307155609
FN,22,0.11542866945266723
FN,23,0.1061960780620575
FN,24,0.1042681109905243
FN,25,0.10197982430458069
FN,26,0.10372811436653137
FN,27,0.11754036962985992
FN,28,0.09335926771163941
FN,29,0.10077931761741638
FN,30,0.0972948157787323
FN,31,0.09366846024990082
FN,32,0.10919033721089363
FN,33,0.0887669312953949
FN,34,0.09613391816616058
FN,35,0.10928423881530762
FN,36,0.10923731237649918
FN,37,0.10075279951095581
FN,38,0.10878431737422943
FN,39,0.09956028938293457
FN,40,0.11464143037796021
FN,41,0.11593500971794128
FN,42,0.0904069995880127
FN,43,0.09993442177772521
FN,44,0.09602863013744355
FN,45,0.09982769012451172
FN,46,0.10062740623950958
FN,47,0.10304276987910271
FN,48,0.11502047717571258
FN,49,0.12080656409263611
FN,50,0.0945524537563324
FN,51,0.09562511384487152
FN,52,0.09671934366226197
FN,53,0.09627825140953064
FN,54,0.10975880622863769
FN,55,0.09367964267730713
FN,56,0.11241688579320908
FN,57,0.10276296615600586
FN,58,0.09276103496551513
FN,59,0.1234747164696455
FN,60,0.12209780696779489
FN,61,0.098268760740757
FN,62,0.09799732089042663
FN,63,0.12011516869068145
FN,64,0.10759686708450317
FN,65,0.09990504264831543
FN,66,0.0933931314945221
FN,67,0.09313681006431579
FN,68,0.09189046502113342
FN,69,0.11568383693695068
FN,70,0.09640072703361512
FN,71,0.09155081272125244
FN,72,0.09363052487373352
FN,73,0.09208671808242798
FN,74,0.08867586016654969
FN,75,0.08866183936595917
FN,76,0.10840366758406163
FN,77,0.09783917784690857
FN,78,0.09662632822990418
FN,79,0.08159474968910217
FN,80,0.1031378185749054
FN,81,0.10758940100669862
FN,82,0.1145777451992035
FN,83,0.1233886992931366
FN,84,0.12464609518647193
FN,85,0.09788130521774292
FN,86,0.10228402256965637
FN,87,0.10545754909515381
FN,88,0.09919890284538269
FN,89,0.10171481549739837
FN,90,0.09611907362937927
FN,91,0.09942171216011048
FN,92,0.10516688227653503
FN,93,0.14275600552558898
FN,94,0.10146275520324707
FN,95,0.0974084997177124
FN,96,0.09122200727462769
FN,97,0.1113093627244234
FN,98,0.0973877227306366
FN,99,0.12269596099853515
FN,100,0.10668283611536027
FP,-100,0.20915391035377978
FP,-99,0.20975801739841698
FP,-98,0.2272400174289942
FP,-97,0.2141959112137556
FP,-96,0.2166779918409884
FP,-95,0.22651600301265717
FP,-94,0.2198222354054451
FP,-93,0.22055419217795133
FP,-92,0.195304254591465
FP,-91,0.2131024434417486
FP,-90,0.2196599668264389
FP,-89,0.19077977985143663
FP,-88,0.20292947366833686
FP,-87,0.1837514990568161
FP,-86,0.2283685937896371
FP,-85,0.16197621569037438
FP,-84,0.18470283940434457
FP,-83,0.19583036452531816
FP,-82,0.1936908994615078
FP,-81,0.16404671996831893
FP,-80,0.17800540417432786
FP,-79,0.17201330602169038
FP,-78,0.1742917314171791
FP,-77,0.17655039414763452
FP,-76,0.18159976094961167
FP,-75,0.19877778992056847
FP,-74,0.1871062159538269
FP,-73,0.17610090732574463
FP,-72,0.20331282496452333
FP,-71,0.17664791956543924
FP,-70,0.17214102506637574
FP,-69,0.1954404079914093
FP,-68,0.18852801531553268
FP,-67,0.17613398477435113
FP,-66,0.200773284137249
FP,-65,0.19124591283500195
FP,-64,0.19402961738407612
FP,-63,0.2028930401802063
FP,-62,0.16897620075847952
FP,-61,0.18628039553761483
FP,-60,0.18614716097712516
FP,-59,0.18043587177991868
FP,-58,0.17739972561597825
FP,-57,0.1823628391325474
FP,-56,0.1840860130637884
FP,-55,0.19080929338932037
FP,-54,0.1810825671069324
FP,-53,0.20141205251216887
FP,-52,0.195784130692482
FP,-51,0.19408993065357208
FP,-50,0.19286270290613175
FP,-49,0.20182058155536653
FP,-48,0.20845105815678835
FP,-47,0.18985842235386372
FP,-46,0.2005172872170806
FP,-45,0.20387376591563225
FP,-44,0.18338788218796254
FP,-43,0.17638948000967503
FP,-42,0.17888987094163894
FP,-41,0.1934345144033432
FP,-40,0.16372510846704244
FP,-39,0.15824340671300888
FP,-38,0.2047955384105444
FP,-37,0.18488719433546066
FP,-36,0.18175186902284624
FP,-35,0.15946493953466415
FP,-34,0.1849613375402987
FP,-33,0.23396578539162874
FP,-32,0.21489632470533251
FP,-31,0.19187310829758644
FP,-30,0.2064085640758276
FP,-29,0.20849643468856813
FP,-28,0.23349867396056653
FP,-27,0.20099881887435914
FP,-26,0.22086729988455772
FP,-25,0.20311294719576836
FP,-24,0.19670516297221183
FP,-23,0.21217641224619002
FP,-22,0.20397200390696527
FP,-21,0.20539975348860026
FP,-20,0.19739357367157936
FP,-19,0.1891415722668171
FP,-18,0.20043041169643402
FP,-17,0.20292405933141708
FP,-16,0.21076242089271546
FP,-15,0.21202624708414078
FP,-14,0.21297403655946254
FP,-13,0.24083925828337668
FP,-12,0.2254834644496441
FP,-11,0.25707697100937366
FP,-10,0.22457940861582756
FP,-9,0.2306051367521286
FP,-8,0.23428545653820038
FP,-7,0.23432182911783456
FP,-6,0.21112566500902175
FP,-5,0.28134759187698366
FP,-4,0.23685138516128063
FP,-3,0.21665925681591033
FP,-2,0.22403474830091
FP,-1,0.20598405599594116
FP,0,0.21170388251543046
FP,1,0.1955133530497551
FP,2,0.21645552098751067
FP,3,0.2284377757459879
FP,4,0.18859121091663839
FP,5,0.22372071482241154
FP,6,0.19564866282045842
FP,7,0.24699550785124302
FP,8,0.166955306828022
FP,9,0.21803323484957218
FP,10,0.2121168663725257
FP,11,0.2379165055975318
FP,12,0.2184964209794998
FP,13,0.22460073798894883
FP,14,0.22968779414892196
FP,15,0.22091443449258805
FP,16,0.16617608040571213
FP,17,0.20061484411358832
FP,18,0.20274101078510284
FP,19,0.1852030346542597
FP,20,0.17428710758686067
FP,21,0.16626733779907227
FP,22,0.18972349524497986
FP,23,0.1873285037279129
FP,24,0.19663691259920596
FP,25,0.16867430210113527
FP,26,0.1900232796370983
FP,27,0.20807437352836133
FP,28,0.1775323462486267
FP,29,0.18006747484207153
FP,30,0.19753801964223386
FP,31,0.18515838235616683
FP,32,0.17012576788663863
FP,33,0.1879165352880955
FP,34,0.1742327642440796
FP,35,0.1780967867001891
FP,36,0.17080022029578687
FP,37,0.170231654047966
FP,38,0.17959458351135255
FP,39,0.19050500378012658
FP,40,0.16883736670017244
FP,41,0.17105982903391123
FP,42,0.19889325998723506
FP,43,0.17026094518601895
FP,44,0.17641162872314453
FP,45,0.1993155425786972
FP,46,0.19973477780818938
FP,47,0.20744463697075843
FP,48,0.1850861757993698
FP,49,0.16899918973445893
FP,50,0.18104325354099274
FP,51,0.1682775991410017
FP,52,0.18219366937875747
FP,53,0.1594452900066972
FP,54,0.17864318147301675
FP,55,0.1521231497824192
FP,56,0.16526486724615097
FP,57,0.1713895705342293
FP,58,0.16371989607810974
FP,59,0.15508881330490112
FP,60,0.14273661851882935
FP,61,0.14916667729616165
FP,62,0.15215368956327438
FP,63,0.14762086004018785
FP,64,0.16893438518047332
FP,65,0.16941957026720048
FP,66,0.1644290496967733
FP,67,0.1409844720363617
FP,68,0.1444807133078575
FP,69,0.18063839495182038
FP,70,0.1467730289697647
FP,71,0.15262881815433502
FP,72,0.15381576534360647
FP,73,0.1382560908794403
FP,74,0.13402720659971237
FP,75,0.12819687217473985
FP,76,0.17473879024386407
FP,77,0.1396356378495693
FP,78,0.13195088140666486
FP,79,0.1520811878144741
FP,80,0.1553590863198042
FP,81,0.1447472530603409
FP,82,0.15093592345714568
FP,83,0.17900623083114625
FP,84,0.15831431768834592
FP,85,0.1625361792743206
FP,86,0.1472353719174862
FP,87,0.1692800948023796
FP,88,0.1658820381015539
FP,89,0.1434027686715126
FP,90,0.16273943334817886
FP,91,0.1640956375002861
FP,92,0.1493642219901085
FP,93,0.13113514885306357
FP,94,0.13713253676891327
FP,95,0.13443422557786108
FP,96,0.15955954730510713
FP,97,0.15844667196273804
FP,98,0.14083083137869834
FP,99,0.1537693363428116
FP,100,0.15310739032924175
TN,-100,0.05393084287643433
TN,-99,0.08798439383506775
TN,-98,0.06650435209274291
TN,-97,0.061823363304138186
TN,-96,0.06951112270355225
TN,-95,0.06318450927734375
TN,-94,0.06081268787384033
TN,-93,0.0646381402015686
TN,-92,0.06828559875488281
TN,-91,0.060591671466827396
TN,-90,0.05399449586868286
TN,-89,0.08406870722770692
TN,-88,0.061407761573791506
TN,-87,0.0771246600151062
TN,-86,0.05902789354324341
TN,-85,0.057743463516235355
TN,-84,0.06340324401855468
TN,-83,0.0672435450553894
TN,-82,0.05223611116409302
TN,-81,0.058677229881286624
TN,-80,0.05733900547027588
TN,-79,0.05646775245666504
TN,-78,0.05828768253326416
TN,-77,0.05650477647781372
TN,-76,0.05939512014389038
TN,-75,0.06996455907821655
TN,-74,0.05388493061065674
TN,-73,0.06790345907211304
TN,-72,0.05306514739990234
TN,-71,0.05745682954788208
TN,-70,0.05585463523864746
TN,-69,0.06850685358047486
TN,-68,0.057302145957946776
TN,-67,0.07627747356891632
TN,-66,0.06284321784973144
TN,-65,0.06683338046073914
TN,-64,0.06380976915359497
