confusion_category,position_relative_to_snv,v
FN,-100,0.003809174206107855
FN,-99,0.003985311401387056
FN,-98,0.004181061691294114
FN,-97,0.0037467805109918117
FN,-96,0.0037772155677278834
FN,-95,0.003788184418032567
FN,-94,0.003413745171080033
FN,-93,0.0033339630191524822
FN,-92,0.003368676242729028
FN,-91,0.0032365347196658453
FN,-90,0.0034244434411327047
FN,-89,0.003396487068384886
FN,-88,0.002998630174746116
FN,-87,0.0029331037650505705
FN,-86,0.003239913644889991
FN,-85,0.003272293439755837
FN,-84,0.003169486541301012
FN,-83,0.003345637346307437
FN,-82,0.0030418931879103183
FN,-81,0.003282300954063733
FN,-80,0.0037015047979851562
FN,-79,0.00320286142329375
FN,-78,0.0030293626834948855
FN,-77,0.0029399402377506094
FN,-76,0.00300400597974658
FN,-75,0.002879156488925219
FN,-74,0.002628210633993149
FN,-73,0.0030231536862750847
FN,-72,0.002578117847442627
FN,-71,0.0028628851659595967
FN,-70,0.0033415988087654113
FN,-69,0.0030399051556984583
FN,-68,0.002742148954421282
FN,-67,0.0027334868783752127
FN,-66,0.0029698486191531022
FN,-65,0.002919593534121911
FN,-64,0.003293264526873827
FN,-63,0.0036874964833259584
FN,-62,0.0036510734632611273
FN,-61,0.003800440722455581
FN,-60,0.0030743403236071273
FN,-59,0.003963496293872595
FN,-58,0.0033906640236576395
FN,-57,0.003678659548362096
FN,-56,0.0036246978864073755
FN,-55,0.003467798090229432
FN,-54,0.0036401153976718587
FN,-53,0.00584373215213418
FN,-52,0.003455030669768651
FN,-51,0.0033200611484547455
FN,-50,0.0031590849906206133
FN,-49,0.003960309568792581
FN,-48,0.0033140148657063643
FN,-47,0.0030838095831374327
FN,-46,0.002862024599065383
FN,-45,0.0034155103377997873
FN,-44,0.002822977211326361
FN,-43,0.0029087149786452453
FN,-42,0.0029977629830439884
FN,-41,0.0027067972098787623
FN,-40,0.0030489963727692764
FN,-39,0.002804034737249215
FN,-38,0.0029482749352852506
FN,-37,0.0028970503186186154
FN,-36,0.002859984493503968
FN,-35,0.002675480085114638
FN,-34,0.0027577647815148036
FN,-33,0.0027225000597536565
FN,-32,0.0026175832251707715
FN,-31,0.003125916173060735
FN,-30,0.0028774737815062206
FN,-29,0.0027971603100498516
FN,-28,0.0027059586780766648
FN,-27,0.0025715377864738305
FN,-26,0.002621911751727263
FN,-25,0.0025321922699610396
FN,-24,0.0025379355313877266
FN,-23,0.0025855538869897525
FN,-22,0.002483562206228574
FN,-21,0.002637054982284705
FN,-20,0.002745455813904603
FN,-19,0.0027984767841796082
FN,-18,0.0024474411519865196
FN,-17,0.0027568890464802582
FN,-16,0.0028096640420456724
FN,-15,0.002903631720691919
FN,-14,0.0035815741680562496
FN,-13,0.003211954906582832
FN,-12,0.002996805068105459
FN,-11,0.0029169465663532418
FN,-10,0.002632390186190605
FN,-9,0.0027105748963852723
FN,-8,0.0025982555001974107
FN,-7,0.0027858403759698073
FN,-6,0.0028280765376985074
FN,-5,0.0032491367558638256
FN,-4,0.003271927796304226
FN,-3,0.00315834479406476
FN,-2,0.0029979064998527367
FN,-1,0.002693910940239827
FN,0,0.0028234935303529103
FN,1,0.0025657880989213783
FN,2,0.002664192908753951
FN,3,0.002592522632330656
FN,4,0.002753795273602009
FN,5,0.002889508157968521
FN,6,0.0029302736185491084
FN,7,0.002992760129272938
FN,8,0.002763668367018302
FN,9,0.0030578383120397727
FN,10,0.002992468097557624
FN,11,0.0028721326279143493
FN,12,0.002502519469708204
FN,13,0.0027398919810851415
FN,14,0.002348747091988722
FN,15,0.002677707926680644
FN,16,0.002234840424110492
FN,17,0.002390368233124415
FN,18,0.0022705853544175625
FN,19,0.0025424059107899666
FN,20,0.0022660124798615775
FN,21,0.0026270229493578273
FN,22,0.0022847224896152814
FN,23,0.002425609448303779
FN,24,0.002652107551693916
FN,25,0.0021701813178757827
FN,26,0.0021881769659618535
FN,27,0.00244210014740626
FN,28,0.002285906715939442
FN,29,0.0024029423917333284
FN,30,0.0022459477931261063
FN,31,0.002275453799714645
FN,32,0.002580850217491388
FN,33,0.0022248124020795026
FN,34,0.0020778380893170835
FN,35,0.0021730443152288594
FN,36,0.002219796429077784
FN,37,0.0023884158519407116
FN,38,0.0023494056425988675
FN,39,0.002203922557334105
FN,40,0.002220499310642481
FN,41,0.002294553325821956
FN,42,0.0022446459904313086
FN,43,0.002318203660349051
FN,44,0.0021449053660035134
FN,45,0.002517578297605117
FN,46,0.0022271168790757656
FN,47,0.002637929630776246
FN,48,0.0025272088746229808
FN,49,0.0024157286311189334
FN,50,0.0024593419705828032
FN,51,0.0023393889827032885
FN,52,0.002149905562400818
FN,53,0.002446625071267287
FN,54,0.0022678941612442336
FN,55,0.0021360834625860055
FN,56,0.0020893974664310615
FN,57,0.002317099360128244
FN,58,0.0021665659236411255
FN,59,0.002078716227163871
FN,60,0.0021241909141341843
FN,61,0.0022922949058314167
FN,62,0.001974703383942445
FN,63,0.0023854815401136873
FN,64,0.002075594011694193
FN,65,0.0023147086364527546
FN,66,0.0023124830052256586
FN,67,0.002280594874173403
FN,68,0.0029441973256568114
FN,69,0.002611901940157016
FN,70,0.002706481423228979
FN,71,0.002992598085353772
FN,72,0.0029911305755376816
FN,73,0.003066350879768531
FN,74,0.002946578338742256
FN,75,0.0032112297229468824
FN,76,0.0033556777921815713
FN,77,0.0030794624115029973
FN,78,0.0032275320527454217
FN,79,0.0030932174685100716
FN,80,0.0031825892565151056
FN,81,0.003257252002755801
FN,82,0.0031958447955548765
FN,83,0.0032195844501256943
FN,84,0.003171376834313075
FN,85,0.0032859971063832444
FN,86,0.0034727556444704532
FN,87,0.00330890375499924
FN,88,0.0031559570009509724
FN,89,0.0033837921358644964
FN,90,0.00294187618419528
FN,91,0.002831719381113847
FN,92,0.0024074840483566127
FN,93,0.0022525823550919692
FN,94,0.0022233818471431733
FN,95,0.002410271546492974
FN,96,0.002025483846664429
FN,97,0.0020799294548730055
FN,98,0.002027853646626075
FN,99,0.002160978950560093
FN,100,0.0018005405676861604
FP,-100,0.032050392031669615
FP,-99,0.03804933175444603
FP,-98,0.03894859785834948
FP,-97,0.032092474152644476
FP,-96,0.030929178347190223
FP,-95,0.037282778869072594
FP,-94,0.035608814458052314
FP,-93,0.03518875499566396
FP,-92,0.032479998171329495
FP,-91,0.036345735838015876
FP,-90,0.04422195255756378
FP,-89,0.0426691581805547
FP,-88,0.046134352435668304
FP,-87,0.052174048225084944
FP,-86,0.0551168463130792
FP,-85,0.051399494757254915
FP,-84,0.04208590870102246
FP,-83,0.04366246407230695
FP,-82,0.044090117166439693
FP,-81,0.041687067548433945
FP,-80,0.04255670597155889
FP,-79,0.0398164431254069
FP,-78,0.03695134450991948
FP,-77,0.04312110498547554
FP,-76,0.04191498031218846
FP,-75,0.04141470476984978
FP,-74,0.054528948093454044
FP,-73,0.04110177874565125
FP,-72,0.04653091390927632
FP,-71,0.04813291430473328
FP,-70,0.048964560131231946
FP,-69,0.045945118467013046
FP,-68,0.04890425831079483
FP,-67,0.043149135410785674
FP,-66,0.04215066358447075
FP,-65,0.03676821957031886
FP,-64,0.04329037442803383
FP,-63,0.04037947843472163
FP,-62,0.034048708180586494
FP,-61,0.02855621745189031
FP,-60,0.031731891930103305
FP,-59,0.0415153901775678
FP,-58,0.034751691818237306
FP,-57,0.038119002978006994
FP,-56,0.03519270926713944
FP,-55,0.030987491309642793
FP,-54,0.029045203725496925
FP,-53,0.030515981614589693
FP,-52,0.03346395134925842
FP,-51,0.03875011136134466
FP,-50,0.03776535828908285
FP,-49,0.03531017452478409
FP,-48,0.035073671340942386
FP,-47,0.03568529605865479
FP,-46,0.03405960569779078
FP,-45,0.029054652651151022
FP,-44,0.03908029427131017
FP,-43,0.04112807852526505
FP,-42,0.03728753671050072
FP,-41,0.036218630174795784
FP,-40,0.03729167133569718
FP,-39,0.03989230570693811
FP,-38,0.035950679257512094
FP,-37,0.032319927712281545
FP,-36,0.03270833333333333
FP,-35,0.03431214173634847
FP,-34,0.03652351645131906
FP,-33,0.030390784293413162
FP,-32,0.032130583226680755
FP,-31,0.0318625204761823
FP,-30,0.03495347986618678
FP,-29,0.032623725533485415
FP,-28,0.03381611833969752
FP,-27,0.031184071774284044
